subscriber_id,p_retain_if_treated,p_retain_if_untreated,uplift_score,segment
JIO10014691,0.9996125,0.99786156,0.001750946,Sure thing / Lost cause
JIO10057188,0.7031786,0.52233404,0.18084455,Persuadable
JIO10034271,0.999782,0.97494364,0.024838388,Sure thing / Lost cause
JIO10049851,0.99919456,0.98985183,0.00934273,Sure thing / Lost cause
JIO10032643,0.9538832,0.93852484,0.015358329,Sure thing / Lost cause
JIO10063120,0.9999989,0.9999893,9.655952e-06,Sure thing / Lost cause
JIO10029592,0.9998036,0.98580694,0.013996661,Sure thing / Lost cause
JIO10049901,0.9850708,0.9626815,0.022389352,Sure thing / Lost cause
JIO10031644,0.99979216,0.99912184,0.00067031384,Sure thing / Lost cause
JIO10021826,0.9965036,0.9957617,0.000741899,Sure thing / Lost cause
JIO10025733,0.2686024,0.06401374,0.20458865,Persuadable
JIO10062991,0.9934643,0.99622464,-0.0027603507,Sure thing / Lost cause
JIO10053086,0.97219545,0.86568016,0.10651529,Persuadable
JIO10050989,0.9787162,0.85835516,0.12036103,Persuadable
JIO10052290,0.99962354,0.99604565,0.003577888,Sure thing / Lost cause
JIO10012886,0.98795056,0.9960167,-0.008066118,Sure thing / Lost cause
JIO10006537,0.99987376,0.9996568,0.0002169609,Sure thing / Lost cause
JIO10032538,0.9999777,0.9998716,0.00010609627,Sure thing / Lost cause
JIO10045225,0.99999535,0.9982528,0.0017425418,Sure thing / Lost cause
JIO10001444,0.9407746,0.86178994,0.07898468,Persuadable
JIO10045597,0.9126774,0.7581856,0.15449178,Persuadable
JIO10018577,0.99999154,0.9999511,4.041195e-05,Sure thing / Lost cause
JIO10045880,0.9993845,0.9228018,0.07658273,Persuadable
JIO10053152,0.99992573,0.9997745,0.00015121698,Sure thing / Lost cause
JIO10024746,0.98808414,0.9962333,-0.008149147,Sure thing / Lost cause
JIO10058845,0.99983585,0.98998547,0.009850383,Sure thing / Lost cause
JIO10044286,0.99949014,0.9793068,0.020183325,Sure thing / Lost cause
JIO10016245,0.9999895,0.999775,0.00021451712,Sure thing / Lost cause
JIO10048809,0.9987908,0.9941836,0.0046072006,Sure thing / Lost cause
JIO10012368,0.9937867,0.96552616,0.028260529,Sure thing / Lost cause
JIO10059990,0.9931525,0.99074614,0.0024063587,Sure thing / Lost cause
JIO10006729,0.99987555,0.99989355,-1.8000603e-05,Sure thing / Lost cause
JIO10030321,0.9997938,0.99799037,0.0018034577,Sure thing / Lost cause
JIO10043138,0.99994683,0.9994398,0.0005070567,Sure thing / Lost cause
JIO10051456,0.99855524,0.9993754,-0.0008201599,Sure thing / Lost cause
JIO10006574,0.98538625,0.96718186,0.018204391,Sure thing / Lost cause
JIO10001888,0.99995124,0.9983878,0.0015634298,Sure thing / Lost cause
JIO10034295,0.74298924,0.90506464,-0.1620754,Sleeping dog (do not disturb)
JIO10036869,0.9992949,0.9988606,0.00043427944,Sure thing / Lost cause
JIO10036966,0.5913705,0.59215593,-0.0007854104,Sure thing / Lost cause
JIO10010016,0.99997723,0.9994966,0.00048065186,Sure thing / Lost cause
JIO10017247,0.99994266,0.9998423,0.00010037422,Sure thing / Lost cause
JIO10002501,0.96857476,0.9299183,0.038656473,Sure thing / Lost cause
JIO10051081,0.9997571,0.995749,0.0040081143,Sure thing / Lost cause
JIO10056549,0.92897755,0.9615126,-0.032535076,Sleeping dog (do not disturb)
JIO10015143,0.99887294,0.9948631,0.004009843,Sure thing / Lost cause
JIO10023227,0.99941444,0.9960962,0.0033182502,Sure thing / Lost cause
JIO10004949,0.99948275,0.9975426,0.0019401312,Sure thing / Lost cause
JIO10038624,0.1671548,0.94389117,-0.7767364,Sleeping dog (do not disturb)
JIO10009997,0.934758,0.9490217,-0.0142636895,Sure thing / Lost cause
JIO10058991,0.99999976,0.9999285,7.1287155e-05,Sure thing / Lost cause
JIO10040521,0.9998362,0.9990583,0.0007779002,Sure thing / Lost cause
JIO10026717,0.9998172,0.99979824,1.8954277e-05,Sure thing / Lost cause
JIO10060194,0.9999738,0.999343,0.00063079596,Sure thing / Lost cause
JIO10011098,0.9999167,0.9997625,0.00015419722,Sure thing / Lost cause
JIO10010849,0.9966672,0.99793893,-0.0012717247,Sure thing / Lost cause
JIO10006084,0.9997805,0.98948824,0.010292232,Sure thing / Lost cause
JIO10037457,0.7494084,0.98126155,-0.23185313,Sleeping dog (do not disturb)
JIO10050220,0.9987686,0.99826777,0.00050085783,Sure thing / Lost cause
JIO10059806,0.9937524,0.9913696,0.002382815,Sure thing / Lost cause
JIO10035535,0.99564016,0.9562226,0.039417565,Sure thing / Lost cause
JIO10059810,0.93263346,0.9955954,-0.062961936,Sleeping dog (do not disturb)
JIO10043036,0.9973545,0.9963523,0.0010021925,Sure thing / Lost cause
JIO10016223,0.9964224,0.9962037,0.00021868944,Sure thing / Lost cause
JIO10035980,0.9999274,0.99839824,0.0015291572,Sure thing / Lost cause
JIO10038998,0.99997187,0.99991286,5.90086e-05,Sure thing / Lost cause
JIO10058641,0.9991002,0.99088556,0.008214653,Sure thing / Lost cause
JIO10053167,0.99999726,0.9999769,2.0384789e-05,Sure thing / Lost cause
JIO10046266,0.9987509,0.99607027,0.0026806593,Sure thing / Lost cause
JIO10061241,0.99999535,0.9998702,0.00012516975,Sure thing / Lost cause
JIO10046911,0.9582562,0.97546345,-0.017207265,Sure thing / Lost cause
JIO10034502,0.6524212,0.9783956,-0.3259744,Sleeping dog (do not disturb)
JIO10060177,0.9999833,0.9991972,0.00078612566,Sure thing / Lost cause
JIO10028739,0.99970585,0.9992617,0.0004441738,Sure thing / Lost cause
JIO10049248,0.014085754,0.028043643,-0.013957889,Sure thing / Lost cause
JIO10008711,0.9996964,0.99873847,0.00095790625,Sure thing / Lost cause
JIO10052104,0.99896884,0.99604684,0.0029219985,Sure thing / Lost cause
JIO10032938,0.9948108,0.99318814,0.0016226768,Sure thing / Lost cause
JIO10030849,0.996808,0.9922076,0.0046004057,Sure thing / Lost cause
JIO10011237,0.9991622,0.9972481,0.001914084,Sure thing / Lost cause
JIO10006362,0.18958117,0.77351946,-0.5839383,Sleeping dog (do not disturb)
JIO10057858,0.9335731,0.9611813,-0.027608156,Sleeping dog (do not disturb)
JIO10008164,0.99982387,0.9998317,-7.8082085e-06,Sure thing / Lost cause
JIO10002363,0.999984,0.99997807,5.9604645e-06,Sure thing / Lost cause
JIO10051409,0.9999931,0.9997826,0.000210464,Sure thing / Lost cause
JIO10047820,0.9994735,0.99869555,0.0007779598,Sure thing / Lost cause
JIO10009343,0.1624588,0.7708189,-0.60836005,Sleeping dog (do not disturb)
JIO10062913,0.9813079,0.92788374,0.05342418,Persuadable
JIO10010535,0.9997023,0.9994947,0.00020760298,Sure thing / Lost cause
JIO10056937,0.99995184,0.9970981,0.0028537512,Sure thing / Lost cause
JIO10047276,0.99996626,0.9986492,0.0013170838,Sure thing / Lost cause
JIO10060259,0.998395,0.99788505,0.00050997734,Sure thing / Lost cause
JIO10042114,0.99997103,0.99895096,0.0010200739,Sure thing / Lost cause
JIO10053549,0.999225,0.9831079,0.016117096,Sure thing / Lost cause
JIO10055748,0.99990356,0.9958111,0.004092455,Sure thing / Lost cause
JIO10055465,0.9997938,0.98631734,0.013476491,Sure thing / Lost cause
JIO10002122,0.97515374,0.95643073,0.018723011,Sure thing / Lost cause
JIO10028475,0.93084836,0.9517036,-0.020855248,Sleeping dog (do not disturb)
JIO10034392,0.9998983,0.9999263,-2.8014183e-05,Sure thing / Lost cause
JIO10016019,0.9999291,0.99973303,0.00019603968,Sure thing / Lost cause
JIO10057238,0.999627,0.99761117,0.002015829,Sure thing / Lost cause
JIO10011602,0.9937961,0.91462743,0.07916868,Persuadable
JIO10032320,0.99894744,0.9996111,-0.0006636381,Sure thing / Lost cause
JIO10059586,0.99029607,0.99808097,-0.007784903,Sure thing / Lost cause
JIO10044943,0.99931693,0.9975303,0.0017866492,Sure thing / Lost cause
JIO10063705,0.9903172,0.9971204,-0.006803155,Sure thing / Lost cause
JIO10018173,0.999238,0.99158853,0.0076494813,Sure thing / Lost cause
JIO10064512,0.99664104,0.9980258,-0.0013847351,Sure thing / Lost cause
JIO10035855,0.9859373,0.9695217,0.016415596,Sure thing / Lost cause
JIO10047123,0.9990526,0.9805834,0.018469155,Sure thing / Lost cause
JIO10000302,0.9981084,0.99973124,-0.0016228557,Sure thing / Lost cause
JIO10045634,0.99936026,0.9971011,0.0022591352,Sure thing / Lost cause
JIO10009793,0.9999275,0.99917763,0.00074988604,Sure thing / Lost cause
JIO10001174,0.9996674,0.9999658,-0.00029838085,Sure thing / Lost cause
JIO10035016,0.9993498,0.99970335,-0.00035357475,Sure thing / Lost cause
JIO10019470,0.9877742,0.8212567,0.1665175,Persuadable
JIO10037228,0.9793291,0.8569021,0.12242699,Persuadable
JIO10054843,0.99659926,0.9987697,-0.0021704435,Sure thing / Lost cause
JIO10047049,0.999529,0.9939872,0.0055418015,Sure thing / Lost cause
JIO10023462,0.9998685,0.999905,-3.6478043e-05,Sure thing / Lost cause
JIO10005431,0.9999578,0.99994326,1.4543533e-05,Sure thing / Lost cause
JIO10000788,0.9983462,0.9969146,0.0014315844,Sure thing / Lost cause
JIO10009628,0.99970514,0.97782135,0.021883786,Sure thing / Lost cause
JIO10027835,0.99996793,0.99935097,0.0006169677,Sure thing / Lost cause
JIO10013821,0.9999926,0.9999777,1.4901161e-05,Sure thing / Lost cause
JIO10045888,0.99995756,0.9994771,0.00048047304,Sure thing / Lost cause
JIO10006562,0.8948252,0.99050224,-0.09567702,Sleeping dog (do not disturb)
JIO10054702,0.99992037,0.9988745,0.0010458827,Sure thing / Lost cause
JIO10006323,0.743209,0.13255425,0.6106548,Persuadable
JIO10025583,0.9999988,0.9999523,4.6491623e-05,Sure thing / Lost cause
JIO10010375,0.98598063,0.9775775,0.008403122,Sure thing / Lost cause
JIO10063399,0.9996629,0.9934597,0.0062031746,Sure thing / Lost cause
JIO10005177,0.9990402,0.99886644,0.00017374754,Sure thing / Lost cause
JIO10063463,0.99974364,0.99960643,0.00013720989,Sure thing / Lost cause
JIO10037698,0.999295,0.99411196,0.005183041,Sure thing / Lost cause
JIO10052999,0.9998672,0.9994281,0.00043910742,Sure thing / Lost cause
JIO10026092,0.9976665,0.9981645,-0.0004979968,Sure thing / Lost cause
JIO10056539,0.9993851,0.99866676,0.0007183552,Sure thing / Lost cause
JIO10064454,0.99396956,0.9456721,0.048297465,Sure thing / Lost cause
JIO10042807,0.99921894,0.99929655,-7.760525e-05,Sure thing / Lost cause
JIO10009518,0.9984561,0.9990526,-0.0005964637,Sure thing / Lost cause
JIO10034534,0.999622,0.99976355,-0.00014156103,Sure thing / Lost cause
JIO10026246,0.9997917,0.9984957,0.0012959838,Sure thing / Lost cause
JIO10023632,0.99935025,0.99336076,0.005989492,Sure thing / Lost cause
JIO10045694,0.9411009,0.9420705,-0.00096958876,Sure thing / Lost cause
JIO10033813,0.9999982,0.9976451,0.0023531318,Sure thing / Lost cause
JIO10047148,0.99972564,0.9997975,-7.18832e-05,Sure thing / Lost cause
JIO10044980,0.9999528,0.999684,0.00026881695,Sure thing / Lost cause
JIO10011858,0.93945104,0.92902255,0.010428488,Sure thing / Lost cause
JIO10040654,0.99917066,0.9917611,0.0074095726,Sure thing / Lost cause
JIO10062782,0.99011457,0.9510388,0.03907579,Sure thing / Lost cause
JIO10043328,0.9999479,0.99999857,-5.0663948e-05,Sure thing / Lost cause
JIO10063199,0.99412787,0.93646383,0.057664037,Persuadable
JIO10051564,0.6971694,0.9105546,-0.21338516,Sleeping dog (do not disturb)
JIO10051721,0.9996797,0.9988864,0.0007932782,Sure thing / Lost cause
JIO10034954,0.9912145,0.9899407,0.0012738109,Sure thing / Lost cause
JIO10056295,0.8345464,0.89518017,-0.06063378,Sleeping dog (do not disturb)
JIO10053009,0.9999722,0.99974495,0.00022727251,Sure thing / Lost cause
JIO10030515,0.99952555,0.99799526,0.0015302896,Sure thing / Lost cause
JIO10015577,0.9967438,0.98847955,0.008264244,Sure thing / Lost cause
JIO10030513,0.99736965,0.9920183,0.0053513646,Sure thing / Lost cause
JIO10042778,0.99879116,0.99277085,0.0060203075,Sure thing / Lost cause
JIO10005983,0.9999677,0.99995875,8.940697e-06,Sure thing / Lost cause
JIO10018606,0.99382955,0.99306124,0.0007683039,Sure thing / Lost cause
JIO10011179,0.99842143,0.9969007,0.0015207529,Sure thing / Lost cause
JIO10035517,0.9987638,0.99857104,0.00019276142,Sure thing / Lost cause
JIO10035113,0.996033,0.99947673,-0.003443718,Sure thing / Lost cause
JIO10052898,0.9998907,0.992949,0.006941676,Sure thing / Lost cause
JIO10059818,0.99946076,0.9987759,0.00068485737,Sure thing / Lost cause
JIO10000757,0.9990287,0.95328915,0.04573953,Sure thing / Lost cause
JIO10029857,0.9976847,0.9521872,0.045497537,Sure thing / Lost cause
JIO10032073,0.9947432,0.9794949,0.015248299,Sure thing / Lost cause
JIO10059411,0.9998864,0.9999969,-0.00011050701,Sure thing / Lost cause
JIO10003702,0.9999685,0.99991286,5.567074e-05,Sure thing / Lost cause
JIO10055330,0.9995161,0.97966915,0.019846976,Sure thing / Lost cause
JIO10023829,0.7837262,0.215084,0.5686422,Persuadable
JIO10016554,0.3978841,0.8572104,-0.4593263,Sleeping dog (do not disturb)
JIO10036755,0.9999523,0.99984074,0.000111579895,Sure thing / Lost cause
JIO10035618,0.99999404,0.9999474,4.6610832e-05,Sure thing / Lost cause
JIO10002691,0.9986072,0.9967474,0.0018598437,Sure thing / Lost cause
JIO10051354,0.97277,0.96682537,0.0059446096,Sure thing / Lost cause
JIO10043729,0.9964455,0.9985991,-0.002153635,Sure thing / Lost cause
JIO10007230,0.9990233,0.99114686,0.007876456,Sure thing / Lost cause
JIO10018593,0.9993424,0.9923064,0.0070359707,Sure thing / Lost cause
JIO10027561,0.99844176,0.99800664,0.0004351139,Sure thing / Lost cause
JIO10048833,0.9954455,0.99829,-0.0028445125,Sure thing / Lost cause
JIO10064703,0.9999479,0.998727,0.0012208819,Sure thing / Lost cause
JIO10011962,0.98660815,0.9911839,-0.0045757294,Sure thing / Lost cause
JIO10059507,0.9886143,0.9963821,-0.0077677965,Sure thing / Lost cause
JIO10046802,0.99172056,0.9856252,0.00609535,Sure thing / Lost cause
JIO10006836,0.9999976,0.99992466,7.2956085e-05,Sure thing / Lost cause
JIO10026406,0.6328423,0.97162986,-0.33878756,Sleeping dog (do not disturb)
JIO10058647,0.11118734,0.014148269,0.09703907,Persuadable
JIO10027505,0.9993544,0.9987207,0.0006337166,Sure thing / Lost cause
JIO10049963,0.9967501,0.9847647,0.011985421,Sure thing / Lost cause
JIO10039271,0.9923193,0.9878293,0.0044899583,Sure thing / Lost cause
JIO10007595,0.9992648,0.9802493,0.019015491,Sure thing / Lost cause
JIO10034819,0.9711142,0.965661,0.005453229,Sure thing / Lost cause
JIO10015372,0.9924602,0.96833044,0.024129748,Sure thing / Lost cause
JIO10028695,0.9984428,0.99950576,-0.0010629296,Sure thing / Lost cause
JIO10048799,0.9842196,0.99858826,-0.014368653,Sure thing / Lost cause
JIO10060169,0.99991405,0.9983454,0.001568675,Sure thing / Lost cause
JIO10040828,0.9800106,0.9926152,-0.012604594,Sure thing / Lost cause
JIO10047177,0.15311529,0.9924361,-0.83932084,Sleeping dog (do not disturb)
JIO10030831,0.9998186,0.99800974,0.0018088818,Sure thing / Lost cause
JIO10043292,0.9992899,0.9955438,0.0037460923,Sure thing / Lost cause
JIO10047953,0.99998236,0.9997236,0.00025874376,Sure thing / Lost cause
JIO10061381,0.99265784,0.98775125,0.0049065948,Sure thing / Lost cause
JIO10046762,0.9993273,0.9949018,0.0044255257,Sure thing / Lost cause
JIO10028960,0.9940989,0.97622824,0.017870665,Sure thing / Lost cause
JIO10025121,0.99906987,0.9977241,0.0013457537,Sure thing / Lost cause
JIO10056117,0.9999794,0.9996395,0.00033986568,Sure thing / Lost cause
JIO10060970,0.29150617,0.21380019,0.07770598,Persuadable
JIO10030755,0.95041853,0.9272219,0.023196638,Sure thing / Lost cause
JIO10006735,0.9912246,0.9979305,-0.00670594,Sure thing / Lost cause
JIO10033377,0.9984434,0.99956614,-0.0011227131,Sure thing / Lost cause
JIO10020327,0.94440216,0.9116443,0.03275788,Sure thing / Lost cause
JIO10034414,0.99939,0.9994966,-0.000106573105,Sure thing / Lost cause
JIO10021219,0.9939678,0.9735319,0.02043587,Sure thing / Lost cause
JIO10029800,0.99993134,0.99998534,-5.4001808e-05,Sure thing / Lost cause
JIO10002403,0.99967813,0.9848856,0.0147925615,Sure thing / Lost cause
JIO10040049,0.99884987,0.9902148,0.008635044,Sure thing / Lost cause
JIO10003314,0.9998209,0.99581784,0.004003048,Sure thing / Lost cause
JIO10058983,0.32905525,0.9997898,-0.6707345,Sleeping dog (do not disturb)
JIO10032162,0.9998097,0.9998766,-6.6936016e-05,Sure thing / Lost cause
JIO10053302,0.9989827,0.9952683,0.0037144423,Sure thing / Lost cause
JIO10063203,0.9998267,0.9986701,0.0011566281,Sure thing / Lost cause
JIO10022164,0.9999881,0.9991806,0.0008074641,Sure thing / Lost cause
JIO10011314,0.9999845,0.99969864,0.00028586388,Sure thing / Lost cause
JIO10015299,0.9996439,0.99916816,0.00047576427,Sure thing / Lost cause
JIO10027672,0.9993787,0.99956375,-0.00018507242,Sure thing / Lost cause
JIO10013575,0.9999652,0.9999492,1.5974045e-05,Sure thing / Lost cause
JIO10003697,0.9738313,0.9779047,-0.0040733814,Sure thing / Lost cause
JIO10023156,0.9904974,0.97021705,0.020280361,Sure thing / Lost cause
JIO10013726,0.90106094,0.38210773,0.5189532,Persuadable
JIO10060241,0.93050635,0.9883245,-0.057818174,Sleeping dog (do not disturb)
JIO10030382,0.9996581,0.9983119,0.0013462305,Sure thing / Lost cause
JIO10053292,0.21061042,0.08700283,0.12360759,Persuadable
JIO10060973,0.9992555,0.99963,-0.00037449598,Sure thing / Lost cause
JIO10002959,0.99648273,0.9919681,0.0045146346,Sure thing / Lost cause
JIO10052550,0.9915848,0.97688293,0.014701843,Sure thing / Lost cause
JIO10028510,0.9903261,0.97995615,0.0103699565,Sure thing / Lost cause
JIO10046147,0.9992005,0.95336694,0.045833588,Sure thing / Lost cause
JIO10049613,0.99756086,0.98775893,0.009801924,Sure thing / Lost cause
JIO10027477,0.9956371,0.99911946,-0.0034823418,Sure thing / Lost cause
JIO10002471,0.96754485,0.97333276,-0.005787909,Sure thing / Lost cause
JIO10010756,0.9999951,0.99998677,8.34465e-06,Sure thing / Lost cause
JIO10053998,0.99150413,0.96889,0.022614121,Sure thing / Lost cause
JIO10041426,0.99482393,0.9971482,-0.0023242831,Sure thing / Lost cause
JIO10051771,0.9994936,0.99056786,0.008925736,Sure thing / Lost cause
JIO10017556,0.95292044,0.97995377,-0.027033329,Sleeping dog (do not disturb)
JIO10057348,0.9912277,0.9903391,0.00088858604,Sure thing / Lost cause
JIO10015089,0.99774396,0.9980292,-0.00028520823,Sure thing / Lost cause
JIO10032154,0.9974068,0.99700683,0.00039994717,Sure thing / Lost cause
JIO10054294,0.99876803,0.9903246,0.008443415,Sure thing / Lost cause
JIO10052842,0.9998399,0.9998179,2.1994114e-05,Sure thing / Lost cause
JIO10016150,0.99612504,0.9547367,0.041388333,Sure thing / Lost cause
JIO10018263,0.9998723,0.9978243,0.0020480156,Sure thing / Lost cause
JIO10016933,0.9999825,0.9996105,0.0003719926,Sure thing / Lost cause
JIO10045704,0.9999813,0.9998678,0.000113487244,Sure thing / Lost cause
JIO10038733,0.9198709,0.99536705,-0.07549614,Sleeping dog (do not disturb)
JIO10029247,0.9998764,0.9997303,0.00014609098,Sure thing / Lost cause
JIO10022602,0.9974132,0.99928397,-0.0018707514,Sure thing / Lost cause
JIO10003622,0.9999629,0.9989473,0.0010156035,Sure thing / Lost cause
JIO10042895,0.99423003,0.99044085,0.0037891865,Sure thing / Lost cause
JIO10047164,0.99412763,0.9907165,0.0034111142,Sure thing / Lost cause
JIO10013040,0.08454322,0.0335629,0.050980322,Persuadable
JIO10050784,0.988521,0.97794664,0.010574341,Sure thing / Lost cause
JIO10039989,0.99993086,0.9991122,0.0008186698,Sure thing / Lost cause
JIO10002799,0.9999006,0.99830854,0.0015920401,Sure thing / Lost cause
JIO10041211,0.9996056,0.9992036,0.00040197372,Sure thing / Lost cause
JIO10017932,0.999005,0.99819034,0.0008146763,Sure thing / Lost cause
JIO10057986,0.9997099,0.9993905,0.0003194213,Sure thing / Lost cause
JIO10030854,0.99988544,0.9991794,0.000706017,Sure thing / Lost cause
JIO10043771,0.9583142,0.6152359,0.34307826,Persuadable
JIO10038686,0.98669827,0.96284133,0.023856938,Sure thing / Lost cause
JIO10002668,0.99973685,0.994437,0.005299866,Sure thing / Lost cause
JIO10019024,0.9995542,0.9999534,-0.0003991723,Sure thing / Lost cause
JIO10046518,0.9999099,0.99326295,0.006646931,Sure thing / Lost cause
JIO10039238,0.99976736,0.99876523,0.0010021329,Sure thing / Lost cause
JIO10036255,0.9988908,0.9982029,0.0006878972,Sure thing / Lost cause
JIO10033729,0.99979013,0.98340476,0.016385376,Sure thing / Lost cause
JIO10026686,0.99904245,0.9996088,-0.00056636333,Sure thing / Lost cause
JIO10060988,0.9974498,0.98485917,0.012590647,Sure thing / Lost cause
JIO10059482,0.9999428,0.9996482,0.00029456615,Sure thing / Lost cause
JIO10006714,0.9889792,0.99006265,-0.0010834336,Sure thing / Lost cause
JIO10059212,0.99957794,0.99960774,-2.9802322e-05,Sure thing / Lost cause
JIO10015046,0.9999467,0.9998197,0.0001270175,Sure thing / Lost cause
JIO10060613,0.9999261,0.9993224,0.00060367584,Sure thing / Lost cause
JIO10000142,0.99534166,0.97630024,0.019041419,Sure thing / Lost cause
JIO10007024,0.9276137,0.9305134,-0.0028997064,Sure thing / Lost cause
JIO10019851,0.99896336,0.9345441,0.06441927,Persuadable
JIO10052952,0.9999956,0.9999963,-7.1525574e-07,Sure thing / Lost cause
JIO10049486,0.9430076,0.88243794,0.060569644,Persuadable
JIO10055981,0.99871314,0.9983966,0.00031656027,Sure thing / Lost cause
JIO10046720,0.8510207,0.78655434,0.06446636,Persuadable
JIO10007853,0.99972445,0.9989849,0.00073957443,Sure thing / Lost cause
JIO10032653,0.9977144,0.99611485,0.0015995502,Sure thing / Lost cause
JIO10023993,0.9991567,0.9972435,0.0019131899,Sure thing / Lost cause
JIO10044355,0.9999399,0.9994117,0.00052821636,Sure thing / Lost cause
JIO10039055,0.9997049,0.99822956,0.0014753342,Sure thing / Lost cause
JIO10055777,0.99992573,0.9999075,1.8239021e-05,Sure thing / Lost cause
JIO10026221,0.9998721,0.9998808,-8.702278e-06,Sure thing / Lost cause
JIO10025073,0.99978894,0.99761945,0.0021694899,Sure thing / Lost cause
JIO10021680,0.9998611,0.99762934,0.0022317767,Sure thing / Lost cause
JIO10001153,0.99893886,0.9971506,0.0017882586,Sure thing / Lost cause
JIO10025211,0.9985342,0.99835265,0.00018155575,Sure thing / Lost cause
JIO10056414,0.99650145,0.9998072,-0.0033057332,Sure thing / Lost cause
JIO10030171,0.9988738,0.99608266,0.0027911067,Sure thing / Lost cause
JIO10025667,0.9994124,0.99942696,-1.4543533e-05,Sure thing / Lost cause
JIO10044302,0.99807006,0.93056107,0.067508996,Persuadable
JIO10061250,0.9998965,0.99903995,0.00085657835,Sure thing / Lost cause
JIO10014944,0.98679775,0.6299179,0.35687983,Persuadable
JIO10012787,0.97006756,0.94164246,0.028425097,Sure thing / Lost cause
JIO10027390,0.99958056,0.99951017,7.0393085e-05,Sure thing / Lost cause
JIO10012981,0.99912065,0.99314076,0.0059798956,Sure thing / Lost cause
JIO10054277,0.9996132,0.99936837,0.00024485588,Sure thing / Lost cause
JIO10025975,0.999642,0.9937716,0.005870402,Sure thing / Lost cause
JIO10039529,0.99912983,0.98884016,0.010289669,Sure thing / Lost cause
JIO10007884,0.9999857,0.9979504,0.0020353198,Sure thing / Lost cause
JIO10021856,0.9998604,0.9962967,0.003563702,Sure thing / Lost cause
JIO10031450,0.9999186,0.9999113,7.2717667e-06,Sure thing / Lost cause
JIO10005836,0.9965928,0.9882059,0.00838691,Sure thing / Lost cause
JIO10017348,0.2206415,0.98914707,-0.7685056,Sleeping dog (do not disturb)
JIO10027598,0.99999654,0.9999758,2.0742416e-05,Sure thing / Lost cause
JIO10018771,0.9990356,0.99770606,0.0013295412,Sure thing / Lost cause
JIO10054355,0.06383768,0.15999007,-0.096152395,Sleeping dog (do not disturb)
JIO10034632,0.99834895,0.99510694,0.0032420158,Sure thing / Lost cause
JIO10059962,0.99532866,0.9974548,-0.0021261573,Sure thing / Lost cause
JIO10037936,0.9999826,0.9998679,0.00011467934,Sure thing / Lost cause
JIO10030011,0.977094,0.9908146,-0.013720632,Sure thing / Lost cause
JIO10044649,0.99861884,0.99375606,0.0048627853,Sure thing / Lost cause
JIO10046847,0.7015326,0.98560184,-0.28406924,Sleeping dog (do not disturb)
JIO10006490,0.92951787,0.86136276,0.06815511,Persuadable
JIO10049596,0.9993235,0.9951261,0.004197359,Sure thing / Lost cause
JIO10042128,0.9907879,0.9973634,-0.006575465,Sure thing / Lost cause
JIO10019313,0.9073253,0.9117378,-0.0044124722,Sure thing / Lost cause
JIO10021073,0.99871576,0.99854076,0.00017499924,Sure thing / Lost cause
JIO10048402,0.9899042,0.9971601,-0.007255852,Sure thing / Lost cause
JIO10043471,0.98996806,0.9404691,0.049498975,Sure thing / Lost cause
JIO10062744,0.9998678,0.9973584,0.0025094151,Sure thing / Lost cause
JIO10027492,0.9995123,0.9891663,0.010345995,Sure thing / Lost cause
JIO10043214,0.010493368,0.09277895,-0.08228558,Sleeping dog (do not disturb)
JIO10028487,0.99992704,0.9994648,0.00046223402,Sure thing / Lost cause
JIO10023793,0.9967199,0.99960047,-0.0028805733,Sure thing / Lost cause
JIO10024341,0.75468063,0.9545831,-0.19990247,Sleeping dog (do not disturb)
JIO10001756,0.9998259,0.9996916,0.00013428926,Sure thing / Lost cause
JIO10014364,0.9867697,0.9822305,0.0045391917,Sure thing / Lost cause
JIO10060596,0.9745206,0.97829926,-0.0037786365,Sure thing / Lost cause
JIO10013858,0.017319577,0.07116453,-0.05384496,Sleeping dog (do not disturb)
JIO10025038,0.99912816,0.9993963,-0.0002681613,Sure thing / Lost cause
JIO10017685,0.9999796,0.9998185,0.00016111135,Sure thing / Lost cause
JIO10052502,0.99985254,0.9988042,0.0010483265,Sure thing / Lost cause
JIO10049581,0.99969065,0.99437135,0.0053192973,Sure thing / Lost cause
JIO10013884,0.99843174,0.32930905,0.6691227,Persuadable
JIO10023626,0.9986394,0.9992835,-0.0006440878,Sure thing / Lost cause
JIO10045927,0.5891608,0.7651414,-0.17598063,Sleeping dog (do not disturb)
JIO10033332,0.99973243,0.9966785,0.0030539632,Sure thing / Lost cause
JIO10042025,0.9999025,0.99250257,0.0073999166,Sure thing / Lost cause
JIO10009390,0.9984578,0.9959372,0.0025205612,Sure thing / Lost cause
JIO10060348,0.972514,0.99731666,-0.024802685,Sleeping dog (do not disturb)
JIO10005540,0.99993825,0.9970521,0.002886176,Sure thing / Lost cause
JIO10033124,0.9992077,0.9871414,0.012066305,Sure thing / Lost cause
JIO10024029,0.9999286,0.9979202,0.0020083785,Sure thing / Lost cause
JIO10010323,0.9999436,0.9996393,0.00030434132,Sure thing / Lost cause
JIO10003827,0.100500576,0.04693699,0.053563587,Persuadable
JIO10030910,0.5181773,0.5409306,-0.022753358,Sleeping dog (do not disturb)
JIO10034482,0.9998247,0.99770397,0.0021207333,Sure thing / Lost cause
JIO10003943,0.99976236,0.9996307,0.00013166666,Sure thing / Lost cause
JIO10004819,0.9854956,0.9993605,-0.013864875,Sure thing / Lost cause
