cohort_month,cohort_customers,month_number,retained_customers,retention_pct
2022-07,106,38,77,72.64
2022-07,106,39,79,74.53
2022-08,70,0,57,81.43
2022-08,70,1,42,60.00
2022-08,70,2,51,72.86
2022-08,70,3,49,70.00
2022-08,70,4,57,81.43
2022-08,70,5,63,90.00
2022-08,70,6,60,85.71
2022-08,70,7,55,78.57
2022-08,70,8,57,81.43
2022-08,70,9,55,78.57
2022-08,70,10,64,91.43
2022-08,70,11,60,85.71
2022-08,70,12,53,75.71
2022-08,70,13,47,67.14
2022-08,70,14,51,72.86
2022-08,70,15,50,71.43
2022-08,70,16,61,87.14
2022-08,70,17,63,90.00
2022-08,70,18,58,82.86
2022-08,70,19,61,87.14
2022-08,70,20,52,74.29
2022-08,70,21,63,90.00
2022-08,70,22,52,74.29
2022-08,70,23,57,81.43
2022-08,70,24,60,85.71
2022-08,70,25,44,62.86
2022-08,70,26,49,70.00
2022-08,70,27,51,72.86
2022-08,70,28,52,74.29
2022-08,70,29,66,94.29
2022-08,70,30,64,91.43
2022-08,70,31,56,80.00
2022-08,70,32,48,68.57
2022-08,70,33,59,84.29
2022-08,70,34,58,82.86
2022-08,70,35,49,70.00
2022-08,70,36,60,85.71
2022-08,70,37,48,68.57
2022-08,70,38,55,78.57
2022-09,76,0,56,73.68
2022-09,76,1,50,65.79
2022-09,76,2,58,76.32
2022-09,76,3,64,84.21
2022-09,76,4,63,82.89
2022-09,76,5,63,82.89
2022-09,76,6,53,69.74
2022-09,76,7,65,85.53
2022-09,76,8,62,81.58
2022-09,76,9,63,82.89
2022-09,76,10,57,75.00
2022-09,76,11,63,82.89
2022-09,76,12,43,56.58
2022-09,76,13,52,68.42
2022-09,76,14,62,81.58
2022-09,76,15,63,82.89
2022-09,76,16,71,93.42
2022-09,76,17,64,84.21
2022-09,76,18,62,81.58
2022-09,76,19,58,76.32
2022-09,76,20,60,78.95
2022-09,76,21,69,90.79
2022-09,76,22,64,84.21
2022-09,76,23,65,85.53
2022-09,76,24,58,76.32
2022-09,76,25,59,77.63
2022-09,76,26,54,71.05
2022-09,76,27,63,82.89
2022-09,76,28,67,88.16
2022-09,76,29,63,82.89
2022-09,76,30,70,92.11
2022-09,76,31,54,71.05
2022-09,76,32,66,86.84
2022-09,76,33,67,88.16
2022-09,76,34,54,71.05
2022-09,76,35,65,85.53
2022-09,76,36,57,75.00
2022-09,76,37,54,71.05
2022-10,89,0,69,77.53
2022-10,89,1,64,71.91
2022-10,89,2,74,83.15
2022-10,89,3,83,93.26
2022-10,89,4,74,83.15
2022-10,89,5,70,78.65
2022-10,89,6,66,74.16
2022-10,89,7,70,78.65
2022-10,89,8,74,83.15
2022-10,89,9,71,79.78
2022-10,89,10,70,78.65
2022-10,89,11,67,75.28
2022-10,89,12,60,67.42
2022-10,89,13,68,76.40
2022-10,89,14,71,79.78
2022-10,89,15,79,88.76
2022-10,89,16,77,86.52
2022-10,89,17,74,83.15
2022-10,89,18,72,80.90
2022-10,89,19,72,80.90
2022-10,89,20,72,80.90
2022-10,89,21,68,76.40
2022-10,89,22,75,84.27
2022-10,89,23,61,68.54
2022-10,89,24,70,78.65
2022-10,89,25,52,58.43
2022-10,89,26,70,78.65
2022-10,89,27,77,86.52
2022-10,89,28,75,84.27
2022-10,89,29,77,86.52
2022-10,89,30,58,65.17
2022-10,89,31,80,89.89
2022-10,89,32,75,84.27
2022-10,89,33,71,79.78
2022-10,89,34,72,80.90
2022-10,89,35,69,77.53
2022-10,89,36,75,84.27
2022-11,74,0,54,72.97
2022-11,74,1,57,77.03
2022-11,74,2,65,87.84
2022-11,74,3,64,86.49
2022-11,74,4,60,81.08
2022-11,74,5,59,79.73
2022-11,74,6,58,78.38
2022-11,74,7,62,83.78
2022-11,74,8,64,86.49
2022-11,74,9,58,78.38
2022-11,74,10,50,67.57
2022-11,74,11,55,74.32
2022-11,74,12,53,71.62
2022-11,74,13,61,82.43
2022-11,74,14,63,85.14
2022-11,74,15,67,90.54
2022-11,74,16,57,77.03
2022-11,74,17,51,68.92
2022-11,74,18,59,79.73
2022-11,74,19,69,93.24
2022-11,74,20,58,78.38
2022-11,74,21,61,82.43
2022-11,74,22,54,72.97
2022-11,74,23,54,72.97
2022-11,74,24,56,75.68
2022-11,74,25,62,83.78
2022-11,74,26,68,91.89
2022-11,74,27,66,89.19
2022-11,74,28,67,90.54
2022-11,74,29,54,72.97
2022-11,74,30,63,85.14
2022-11,74,31,67,90.54
2022-11,74,32,56,75.68
2022-11,74,33,63,85.14
2022-11,74,34,56,75.68
2022-11,74,35,54,72.97
2022-12,78,0,63,80.77
2022-12,78,1,70,89.74
2022-12,78,2,67,85.90
2022-12,78,3,56,71.79
2022-12,78,4,63,80.77
2022-12,78,5,67,85.90
2022-12,78,6,67,85.90
2022-12,78,7,60,76.92
2022-12,78,8,63,80.77
2022-12,78,9,47,60.26
2022-12,78,10,55,70.51
2022-12,78,11,47,60.26
2022-12,78,12,65,83.33
2022-12,78,13,66,84.62
2022-12,78,14,64,82.05
2022-12,78,15,61,78.21
2022-12,78,16,61,78.21
2022-12,78,17,67,85.90
2022-12,78,18,66,84.62
2022-12,78,19,57,73.08
2022-12,78,20,68,87.18
2022-12,78,21,55,70.51
2022-12,78,22,56,71.79
2022-12,78,23,56,71.79
2022-12,78,24,62,79.49
2022-12,78,25,70,89.74
2022-12,78,26,69,88.46
2022-12,78,27,63,80.77
2022-12,78,28,58,74.36
2022-12,78,29,63,80.77
2022-12,78,30,62,79.49
2022-12,78,31,64,82.05
2022-12,78,32,65,83.33
2022-12,78,33,60,76.92
2022-12,78,34,58,74.36
2023-01,89,0,81,91.01
2023-01,89,1,77,86.52
2023-01,89,2,67,75.28
2023-01,89,3,75,84.27
2023-01,89,4,77,86.52
2023-01,89,5,75,84.27
2023-01,89,6,74,83.15
2023-01,89,7,74,83.15
2023-01,89,8,59,66.29
2023-01,89,9,67,75.28
2023-01,89,10,56,62.92
2023-01,89,11,64,71.91
2023-01,89,12,78,87.64
2023-01,89,13,77,86.52
2023-01,89,14,70,78.65
2023-01,89,15,66,74.16
2023-01,89,16,69,77.53
2023-01,89,17,75,84.27
2023-01,89,18,71,79.78
2023-01,89,19,72,80.90
2023-01,89,20,63,70.79
2023-01,89,21,56,62.92
2023-01,89,22,61,68.54
2023-01,89,23,72,80.90
2023-01,89,24,86,96.63
2023-01,89,25,81,91.01
2023-01,89,26,76,85.39
2023-01,89,27,70,78.65
2023-01,89,28,82,92.13
2023-01,89,29,79,88.76
2023-01,89,30,70,78.65
2023-01,89,31,65,73.03
2023-01,89,32,67,75.28
2023-01,89,33,66,74.16
2023-02,50,0,42,84.00
2023-02,50,1,39,78.00
2023-02,50,2,39,78.00
2023-02,50,3,43,86.00
2023-02,50,4,37,74.00
2023-02,50,5,40,80.00
2023-02,50,6,35,70.00
2023-02,50,7,42,84.00
2023-02,50,8,36,72.00
2023-02,50,9,39,78.00
2023-02,50,10,41,82.00
2023-02,50,11,48,96.00
2023-02,50,12,41,82.00
2023-02,50,13,35,70.00
2023-02,50,14,39,78.00
2023-02,50,15,43,86.00
2023-02,50,16,42,84.00
2023-02,50,17,46,92.00
2023-02,50,18,45,90.00
2023-02,50,19,37,74.00
2023-02,50,20,33,66.00
2023-02,50,21,41,82.00
2023-02,50,22,44,88.00
2023-02,50,23,47,94.00
2023-02,50,24,44,88.00
2023-02,50,25,42,84.00
2023-02,50,26,33,66.00
2023-02,50,27,42,84.00
2023-02,50,28,41,82.00
2023-02,50,29,40,80.00
2023-02,50,30,41,82.00
2023-02,50,31,27,54.00
2023-02,50,32,30,60.00
2023-03,93,0,69,74.19
2023-03,93,1,79,84.95
2023-03,93,2,79,84.95
2023-03,93,3,79,84.95
2023-03,93,4,77,82.80
2023-03,93,5,78,83.87
2023-03,93,6,69,74.19
2023-03,93,7,73,78.49
2023-03,93,8,67,72.04
2023-03,93,9,76,81.72
2023-03,93,10,79,84.95
2023-03,93,11,85,91.40
2023-03,93,12,79,84.95
2023-03,93,13,72,77.42
2023-03,93,14,82,88.17
2023-03,93,15,75,80.65
2023-03,93,16,74,79.57
2023-03,93,17,76,81.72
2023-03,93,18,64,68.82
2023-03,93,19,66,70.97
2023-03,93,20,76,81.72
2023-03,93,21,67,72.04
2023-03,93,22,85,91.40
2023-03,93,23,79,84.95
2023-03,93,24,84,90.32
2023-03,93,25,63,67.74
2023-03,93,26,83,89.25
2023-03,93,27,79,84.95
2023-03,93,28,73,78.49
2023-03,93,29,73,78.49
2023-03,93,30,62,66.67
2023-03,93,31,66,70.97
2023-04,87,0,64,73.56
2023-04,87,1,73,83.91
2023-04,87,2,74,85.06
2023-04,87,3,69,79.31
2023-04,87,4,64,73.56
2023-04,87,5,63,72.41
2023-04,87,6,65,74.71
2023-04,87,7,55,63.22
2023-04,87,8,70,80.46
2023-04,87,9,81,93.10
2023-04,87,10,78,89.66
2023-04,87,11,68,78.16
2023-04,87,12,73,83.91
2023-04,87,13,68,78.16
2023-04,87,14,72,82.76
2023-04,87,15,68,78.16
2023-04,87,16,73,83.91
2023-04,87,17,65,74.71
2023-04,87,18,61,70.11
2023-04,87,19,62,71.26
2023-04,87,20,69,79.31
2023-04,87,21,75,86.21
2023-04,87,22,69,79.31
2023-04,87,23,76,87.36
2023-04,87,24,62,71.26
2023-04,87,25,74,85.06
2023-04,87,26,79,90.80
2023-04,87,27,66,75.86
2023-04,87,28,75,86.21
2023-04,87,29,61,70.11
2023-04,87,30,59,67.82
2023-05,77,0,65,84.42
2023-05,77,1,67,87.01
2023-05,77,2,60,77.92
2023-05,77,3,60,77.92
2023-05,77,4,52,67.53
2023-05,77,5,58,75.32
2023-05,77,6,57,74.03
2023-05,77,7,58,75.32
2023-05,77,8,71,92.21
2023-05,77,9,66,85.71
2023-05,77,10,65,84.42
2023-05,77,11,66,85.71
2023-05,77,12,65,84.42
2023-05,77,13,68,88.31
2023-05,77,14,59,76.62
2023-05,77,15,62,80.52
2023-05,77,16,56,72.73
2023-05,77,17,55,71.43
2023-05,77,18,60,77.92
2023-05,77,19,64,83.12
2023-05,77,20,68,88.31
2023-05,77,21,64,83.12
2023-05,77,22,65,84.42
2023-05,77,23,51,66.23
2023-05,77,24,63,81.82
2023-05,77,25,70,90.91
2023-05,77,26,60,77.92
2023-05,77,27,60,77.92
2023-05,77,28,57,74.03
2023-05,77,29,59,76.62
2023-06,110,0,92,83.64
2023-06,110,1,92,83.64
2023-06,110,2,94,85.45
2023-06,110,3,77,70.00
2023-06,110,4,74,67.27
2023-06,110,5,66,60.00
2023-06,110,6,94,85.45
2023-06,110,7,99,90.00
2023-06,110,8,94,85.45
2023-06,110,9,89,80.91
2023-06,110,10,91,82.73
2023-06,110,11,93,84.55
2023-06,110,12,91,82.73
2023-06,110,13,87,79.09
2023-06,110,14,89,80.91
2023-06,110,15,80,72.73
2023-06,110,16,74,67.27
2023-06,110,17,83,75.45
2023-06,110,18,86,78.18
2023-06,110,19,100,90.91
2023-06,110,20,93,84.55
2023-06,110,21,96,87.27
2023-06,110,22,74,67.27
2023-06,110,23,89,80.91
2023-06,110,24,90,81.82
2023-06,110,25,93,84.55
2023-06,110,26,83,75.45
2023-06,110,27,73,66.36
2023-06,110,28,85,77.27
2023-07,90,0,70,77.78
2023-07,90,1,72,80.00
2023-07,90,2,61,67.78
2023-07,90,3,65,72.22
2023-07,90,4,61,67.78
2023-07,90,5,72,80.00
2023-07,90,6,85,94.44
2023-07,90,7,78,86.67
2023-07,90,8,67,74.44
2023-07,90,9,74,82.22
2023-07,90,10,75,83.33
2023-07,90,11,75,83.33
2023-07,90,12,71,78.89
2023-07,90,13,75,83.33
2023-07,90,14,60,66.67
2023-07,90,15,68,75.56
2023-07,90,16,73,81.11
2023-07,90,17,74,82.22
2023-07,90,18,84,93.33
2023-07,90,19,71,78.89
2023-07,90,20,75,83.33
2023-07,90,21,60,66.67
2023-07,90,22,72,80.00
2023-07,90,23,81,90.00
2023-07,90,24,73,81.11
2023-07,90,25,77,85.56
2023-07,90,26,67,74.44
2023-07,90,27,64,71.11
2023-08,91,0,76,83.52
2023-08,91,1,67,73.63
2023-08,91,2,65,71.43
2023-08,91,3,64,70.33
2023-08,91,4,78,85.71
2023-08,91,5,87,95.60
2023-08,91,6,74,81.32
2023-08,91,7,75,82.42
2023-08,91,8,69,75.82
2023-08,91,9,72,79.12
2023-08,91,10,80,87.91
2023-08,91,11,80,87.91
2023-08,91,12,76,83.52
2023-08,91,13,71,78.02
2023-08,91,14,64,70.33
2023-08,91,15,57,62.64
2023-08,91,16,69,75.82
2023-08,91,17,86,94.51
2023-08,91,18,78,85.71
2023-08,91,19,79,86.81
2023-08,91,20,62,68.13
2023-08,91,21,78,85.71
2023-08,91,22,76,83.52
2023-08,91,23,74,81.32
2023-08,91,24,74,81.32
2023-08,91,25,69,75.82
2023-08,91,26,63,69.23
2023-09,89,0,64,71.91
2023-09,89,1,63,70.79
2023-09,89,2,62,69.66
2023-09,89,3,73,82.02
2023-09,89,4,79,88.76
2023-09,89,5,78,87.64
2023-09,89,6,74,83.15
2023-09,89,7,74,83.15
2023-09,89,8,75,84.27
2023-09,89,9,68,76.40
2023-09,89,10,74,83.15
2023-09,89,11,72,80.90
2023-09,89,12,56,62.92
2023-09,89,13,63,70.79
2023-09,89,14,62,69.66
2023-09,89,15,67,75.28
2023-09,89,16,79,88.76
2023-09,89,17,75,84.27
2023-09,89,18,79,88.76
2023-09,89,19,60,67.42
2023-09,89,20,76,85.39
2023-09,89,21,71,79.78
2023-09,89,22,71,79.78
2023-09,89,23,72,80.90
2023-09,89,24,65,73.03
2023-09,89,25,63,70.79
2023-10,92,0,70,76.09
2023-10,92,1,66,71.74
2023-10,92,2,75,81.52
2023-10,92,3,81,88.04
2023-10,92,4,82,89.13
2023-10,92,5,77,83.70
2023-10,92,6,68,73.91
2023-10,92,7,84,91.30
2023-10,92,8,79,85.87
2023-10,92,9,77,83.70
2023-10,92,10,71,77.17
2023-10,92,11,65,70.65
2023-10,92,12,69,75.00
2023-10,92,13,70,76.09
2023-10,92,14,80,86.96
2023-10,92,15,83,90.22
2023-10,92,16,79,85.87
2023-10,92,17,80,86.96
2023-10,92,18,63,68.48
2023-10,92,19,83,90.22
2023-10,92,20,79,85.87
2023-10,92,21,74,80.43
2023-10,92,22,75,81.52
2023-10,92,23,57,61.96
2023-10,92,24,68,73.91
2023-11,88,0,72,81.82
2023-11,88,1,74,84.09
2023-11,88,2,80,90.91
2023-11,88,3,73,82.95
2023-11,88,4,68,77.27
2023-11,88,5,72,81.82
2023-11,88,6,77,87.50
2023-11,88,7,77,87.50
2023-11,88,8,74,84.09
2023-11,88,9,73,82.95
2023-11,88,10,55,62.50
2023-11,88,11,71,80.68
2023-11,88,12,59,67.05
2023-11,88,13,74,84.09
2023-11,88,14,78,88.64
2023-11,88,15,77,87.50
2023-11,88,16,72,81.82
2023-11,88,17,69,78.41
2023-11,88,18,74,84.09
2023-11,88,19,73,82.95
2023-11,88,20,72,81.82
2023-11,88,21,73,82.95
2023-11,88,22,61,69.32
2023-11,88,23,60,68.18
2023-12,96,0,77,80.21
2023-12,96,1,86,89.58
2023-12,96,2,86,89.58
2023-12,96,3,83,86.46
2023-12,96,4,78,81.25
2023-12,96,5,83,86.46
2023-12,96,6,79,82.29
2023-12,96,7,83,86.46
2023-12,96,8,72,75.00
2023-12,96,9,62,64.58
2023-12,96,10,70,72.92
2023-12,96,11,61,63.54
2023-12,96,12,75,78.13
2023-12,96,13,89,92.71
2023-12,96,14,81,84.38
2023-12,96,15,88,91.67
2023-12,96,16,64,66.67
2023-12,96,17,88,91.67
2023-12,96,18,78,81.25
2023-12,96,19,81,84.38
2023-12,96,20,78,81.25
2023-12,96,21,69,71.88
2023-12,96,22,72,75.00
2024-01,97,0,91,93.81
2024-01,97,1,82,84.54
2024-01,97,2,81,83.51
2024-01,97,3,71,73.20
2024-01,97,4,81,83.51
2024-01,97,5,83,85.57
2024-01,97,6,83,85.57
2024-01,97,7,78,80.41
2024-01,97,8,64,65.98
2024-01,97,9,75,77.32
2024-01,97,10,65,67.01
2024-01,97,11,71,73.20
2024-01,97,12,88,90.72
2024-01,97,13,84,86.60
2024-01,97,14,86,88.66
2024-01,97,15,64,65.98
2024-01,97,16,82,84.54
2024-01,97,17,85,87.63
2024-01,97,18,75,77.32
2024-01,97,19,76,78.35
2024-01,97,20,67,69.07
2024-01,97,21,69,71.13
2024-02,79,0,66,83.54
2024-02,79,1,58,73.42
2024-02,79,2,65,82.28
2024-02,79,3,71,89.87
2024-02,79,4,67,84.81
2024-02,79,5,65,82.28
2024-02,79,6,66,83.54
2024-02,79,7,54,68.35
2024-02,79,8,65,82.28
2024-02,79,9,58,73.42
2024-02,79,10,64,81.01
2024-02,79,11,68,86.08
2024-02,79,12,72,91.14
2024-02,79,13,69,87.34
2024-02,79,14,52,65.82
2024-02,79,15,68,86.08
2024-02,79,16,69,87.34
2024-02,79,17,60,75.95
2024-02,79,18,65,82.28
2024-02,79,19,58,73.42
2024-02,79,20,52,65.82
2024-03,92,0,76,82.61
2024-03,92,1,75,81.52
2024-03,92,2,75,81.52
2024-03,92,3,77,83.70
2024-03,92,4,77,83.70
2024-03,92,5,75,81.52
2024-03,92,6,56,60.87
2024-03,92,7,70,76.09
2024-03,92,8,61,66.30
2024-03,92,9,64,69.57
2024-03,92,10,81,88.04
2024-03,92,11,82,89.13
2024-03,92,12,85,92.39
2024-03,92,13,63,68.48
2024-03,92,14,85,92.39
2024-03,92,15,80,86.96
2024-03,92,16,70,76.09
2024-03,92,17,81,88.04
2024-03,92,18,68,73.91
2024-03,92,19,68,73.91
2024-04,97,0,76,78.35
2024-04,97,1,77,79.38
2024-04,97,2,83,85.57
2024-04,97,3,78,80.41
2024-04,97,4,76,78.35
2024-04,97,5,74,76.29
2024-04,97,6,69,71.13
2024-04,97,7,71,73.20
2024-04,97,8,77,79.38
2024-04,97,9,87,89.69
2024-04,97,10,79,81.44
2024-04,97,11,85,87.63
2024-04,97,12,64,65.98
2024-04,97,13,83,85.57
2024-04,97,14,88,90.72
2024-04,97,15,82,84.54
2024-04,97,16,81,83.51
2024-04,97,17,69,71.13
2024-04,97,18,68,70.10
2024-05,85,0,67,78.82
2024-05,85,1,67,78.82
2024-05,85,2,72,84.71
2024-05,85,3,69,81.18
2024-05,85,4,66,77.65
2024-05,85,5,61,71.76
2024-05,85,6,64,75.29
2024-05,85,7,64,75.29
2024-05,85,8,76,89.41
2024-05,85,9,70,82.35
2024-05,85,10,68,80.00
2024-05,85,11,57,67.06
2024-05,85,12,73,85.88
2024-05,85,13,71,83.53
2024-05,85,14,69,81.18
2024-05,85,15,71,83.53
2024-05,85,16,64,75.29
2024-05,85,17,63,74.12
2024-06,82,0,69,84.15
2024-06,82,1,64,78.05
2024-06,82,2,62,75.61
2024-06,82,3,53,64.63
2024-06,82,4,61,74.39
2024-06,82,5,66,80.49
2024-06,82,6,69,84.15
2024-06,82,7,74,90.24
2024-06,82,8,72,87.80
2024-06,82,9,70,85.37
2024-06,82,10,56,68.29
2024-06,82,11,76,92.68
2024-06,82,12,75,91.46
2024-06,82,13,64,78.05
2024-06,82,14,67,81.71
2024-06,82,15,61,74.39
2024-06,82,16,58,70.73
2024-07,72,0,62,86.11
2024-07,72,1,53,73.61
2024-07,72,2,53,73.61
2024-07,72,3,56,77.78
2024-07,72,4,48,66.67
2024-07,72,5,60,83.33
2024-07,72,6,64,88.89
2024-07,72,7,64,88.89
2024-07,72,8,62,86.11
2024-07,72,9,46,63.89
2024-07,72,10,59,81.94
2024-07,72,11,57,79.17
2024-07,72,12,55,76.39
2024-07,72,13,53,73.61
2024-07,72,14,52,72.22
2024-07,72,15,49,68.06
2024-08,84,0,67,79.76
2024-08,84,1,63,75.00
2024-08,84,2,62,73.81
2024-08,84,3,61,72.62
2024-08,84,4,63,75.00
2024-08,84,5,74,88.10
2024-08,84,6,73,86.90
2024-08,84,7,73,86.90
2024-08,84,8,56,66.67
2024-08,84,9,76,90.48
2024-08,84,10,71,84.52
2024-08,84,11,61,72.62
2024-08,84,12,64,76.19
2024-08,84,13,55,65.48
2024-08,84,14,65,77.38
2024-09,87,0,54,62.07
2024-09,87,1,65,74.71
2024-09,87,2,61,70.11
2024-09,87,3,71,81.61
2024-09,87,4,79,90.80
2024-09,87,5,67,77.01
2024-09,87,6,84,96.55
2024-09,87,7,59,67.82
2024-09,87,8,72,82.76
2024-09,87,9,75,86.21
2024-09,87,10,77,88.51
2024-09,87,11,71,81.61
2024-09,87,12,66,75.86
2024-09,87,13,58,66.67
2024-10,83,0,64,77.11
2024-10,83,1,58,69.88
2024-10,83,2,70,84.34
2024-10,83,3,77,92.77
2024-10,83,4,71,85.54
2024-10,83,5,73,87.95
2024-10,83,6,61,73.49
2024-10,83,7,70,84.34
2024-10,83,8,75,90.36
2024-10,83,9,62,74.70
2024-10,83,10,73,87.95
2024-10,83,11,57,68.67
2024-10,83,12,62,74.70
2024-11,78,0,55,70.51
2024-11,78,1,66,84.62
2024-11,78,2,68,87.18
2024-11,78,3,73,93.59
2024-11,78,4,66,84.62
2024-11,78,5,54,69.23
2024-11,78,6,69,88.46
2024-11,78,7,65,83.33
2024-11,78,8,66,84.62
2024-11,78,9,62,79.49
2024-11,78,10,54,69.23
2024-11,78,11,58,74.36
2024-12,89,0,70,78.65
2024-12,89,1,78,87.64
2024-12,89,2,82,92.13
2024-12,89,3,75,84.27
2024-12,89,4,58,65.17
2024-12,89,5,71,79.78
2024-12,89,6,75,84.27
2024-12,89,7,72,80.90
2024-12,89,8,70,78.65
2024-12,89,9,58,65.17
2024-12,89,10,69,77.53
2025-01,86,0,79,91.86
2025-01,86,1,70,81.40
2025-01,86,2,76,88.37
2025-01,86,3,51,59.30
2025-01,86,4,78,90.70
2025-01,86,5,74,86.05
2025-01,86,6,77,89.53
2025-01,86,7,76,88.37
2025-01,86,8,57,66.28
2025-01,86,9,56,65.12
2025-02,77,0,70,90.91
2025-02,77,1,65,84.42
2025-02,77,2,55,71.43
2025-02,77,3,66,85.71
2025-02,77,4,59,76.62
2025-02,77,5,61,79.22
2025-02,77,6,62,80.52
2025-02,77,7,51,66.23
2025-02,77,8,51,66.23
2025-03,98,0,81,82.65
2025-03,98,1,66,67.35
2025-03,98,2,80,81.63
2025-03,98,3,81,82.65
2025-03,98,4,75,76.53
2025-03,98,5,84,85.71
2025-03,98,6,68,69.39
2025-03,98,7,74,75.51
2025-04,87,0,67,77.01
2025-04,87,1,78,89.66
2025-04,87,2,76,87.36
2025-04,87,3,73,83.91
2025-04,87,4,71,81.61
2025-04,87,5,63,72.41
2025-04,87,6,61,70.11
2025-05,94,0,81,86.17
2025-05,94,1,80,85.11
2025-05,94,2,73,77.66
2025-05,94,3,74,78.72
2025-05,94,4,58,61.70
2025-05,94,5,64,68.09
2025-06,84,0,71,84.52
2025-06,84,1,72,85.71
2025-06,84,2,71,84.52
2025-06,84,3,61,72.62
2025-06,84,4,55,65.48
2025-07,73,0,62,84.93
2025-07,73,1,63,86.30
2025-07,73,2,50,68.49
2025-07,73,3,52,71.23
2025-08,83,0,68,81.93
2025-08,83,1,55,66.27
2025-08,83,2,70,84.34
2025-09,87,0,62,71.26
2025-09,87,1,71,81.61
2025-10,68,0,51,75.00
