customer_id,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_code,customer_segment
3221.0,4,95,12309.609999999997,5,3,4,534,Others
1131.0,27,94,12309.08,2,3,4,234,"At Risk"
4006.0,5,90,12308.64,4,2,4,424,Others
2592.0,19,97,12306.060000000003,3,4,4,344,Loyal
4238.0,121,84,12304.010000000002,1,1,4,114,Lost
862.0,78,98,12300.91,1,4,4,144,"At Risk"
1434.0,20,102,12298.739999999996,3,5,4,354,Loyal
3436.0,9,108,12298.559999999994,4,5,4,454,Champions
3340.0,14,111,12297.029999999999,3,5,4,354,Loyal
495.0,35,104,12296.039999999994,2,5,4,254,"At Risk"
3792.0,37,87,12294.089999999997,2,2,4,224,Lost
4492.0,22,94,12293.819999999994,3,3,4,334,Others
166.0,5,92,12292.930000000004,4,3,4,434,Others
4191.0,14,107,12290.149999999996,3,5,4,354,Loyal
800.0,33,114,12288.92,2,5,4,254,"At Risk"
1251.0,8,95,12287.749999999996,4,3,4,434,Others
621.0,19,98,12287.029999999995,3,4,4,344,Loyal
801.0,70,80,12286.04,1,1,4,114,Lost
939.0,8,96,12285.319999999998,4,4,4,444,Champions
3863.0,37,96,12283.859999999995,2,3,4,234,"At Risk"
152.0,12,105,12282.769999999999,3,5,4,354,Loyal
4461.0,0,87,12282.630000000003,5,2,4,524,Others
4111.0,48,93,12281.68,1,3,4,134,"At Risk"
1214.0,2,94,12280.980000000001,5,3,4,534,Others
786.0,12,94,12279.779999999995,3,3,4,334,Others
279.0,0,107,12279.239999999998,5,5,4,554,Champions
25.0,27,86,12278.5,2,2,4,224,Lost
1369.0,2,104,12277.850000000006,5,5,4,554,Champions
1602.0,13,91,12277.4,3,3,4,334,Others
288.0,40,96,12274.09,1,3,4,134,"At Risk"
3611.0,16,88,12273.730000000001,3,2,4,324,Others
3989.0,15,110,12272.729999999998,3,5,4,354,Loyal
2508.0,5,87,12272.52,4,2,4,424,Others
1364.0,37,108,12271.750000000002,2,5,4,254,"At Risk"
3163.0,48,100,12271.659999999996,1,4,4,144,"At Risk"
4249.0,77,103,12271.240000000002,1,5,4,154,"At Risk"
353.0,17,96,12270.229999999994,3,4,4,344,Loyal
4283.0,21,94,12269.759999999997,3,3,4,334,Others
2157.0,5,96,12268.279999999993,4,4,4,444,Champions
3026.0,81,101,12268.19,1,4,4,144,"At Risk"
684.0,35,87,12267.11,2,2,4,224,Lost
1076.0,96,98,12264.76,1,4,4,144,"At Risk"
2057.0,5,95,12264.68,4,3,4,434,Others
4479.0,7,98,12262.909999999996,4,4,4,444,Champions
87.0,13,104,12261.54,3,5,4,354,Loyal
74.0,8,95,12259.6,4,3,4,434,Others
1866.0,19,111,12259.280000000002,3,5,4,354,Loyal
679.0,41,103,12254.830000000002,1,5,4,154,"At Risk"
3546.0,116,86,12252.879999999996,1,1,4,114,Lost
984.0,11,95,12251.799999999997,4,3,4,434,Others
4458.0,54,91,12251.290000000003,1,2,4,124,Lost
1985.0,40,104,12251.09,1,5,4,154,"At Risk"
1421.0,52,95,12250.859999999991,1,3,4,134,"At Risk"
859.0,36,93,12250.509999999995,2,3,4,234,"At Risk"
4721.0,3,106,12250.070000000003,5,5,4,554,Champions
2962.0,67,101,12248.940000000006,1,4,4,144,"At Risk"
2127.0,22,89,12248.570000000003,3,2,4,324,Others
4928.0,23,101,12248.450000000003,2,4,4,244,"At Risk"
3920.0,1,99,12243.22,5,4,4,544,Champions
3774.0,9,99,12241.759999999998,4,4,4,444,Champions
2692.0,27,90,12240.770000000002,2,2,4,224,Lost
365.0,9,100,12240.380000000001,4,4,4,444,Champions
1363.0,87,84,12240.28,1,1,4,114,Lost
648.0,5,109,12239.419999999998,4,5,4,454,Champions
3038.0,2,109,12238.109999999995,5,5,4,554,Champions
401.0,28,97,12236.049999999996,2,4,4,244,"At Risk"
1687.0,5,106,12233.360000000002,4,5,4,454,Champions
2262.0,0,85,12230.950000000004,5,1,4,514,Others
4177.0,29,83,12220.799999999996,2,1,4,214,Lost
1986.0,19,101,12220.79,3,4,4,344,Loyal
284.0,31,102,12219.999999999998,2,5,4,254,"At Risk"
1459.0,11,98,12218.669999999993,3,4,4,344,Loyal
1664.0,2,97,12217.59,5,4,4,544,Champions
841.0,13,97,12217.189999999999,3,4,4,344,Loyal
203.0,51,96,12216.64,1,3,4,134,"At Risk"
4677.0,0,99,12215.760000000002,5,4,4,544,Champions
666.0,5,105,12215.339999999995,4,5,4,454,Champions
3056.0,10,100,12214.119999999999,4,4,4,444,Champions
3461.0,0,96,12213.45,5,4,4,544,Champions
3318.0,14,95,12212.21,3,3,4,334,Others
988.0,41,110,12209.24,1,5,4,154,"At Risk"
2569.0,2,107,12208.78,5,5,4,554,Champions
12.0,6,94,12208.380000000005,4,3,4,434,Others
3090.0,0,89,12207.619999999995,5,2,4,524,Others
3246.0,11,84,12206.660000000002,4,1,4,414,Others
169.0,15,95,12206.329999999996,3,3,4,334,Others
1170.0,24,97,12206,2,4,4,244,"At Risk"
2673.0,20,98,12204.609999999995,3,4,4,344,Loyal
2487.0,19,103,12203.699999999993,3,5,4,354,Loyal
677.0,8,104,12203.529999999999,4,5,4,454,Champions
3959.0,53,101,12196.009999999995,1,4,4,144,"At Risk"
4323.0,5,100,12194.299999999996,4,4,4,444,Champions
3114.0,27,95,12192.98,2,3,4,234,"At Risk"
3783.0,1,90,12192.199999999993,5,2,4,524,Others
2477.0,20,94,12191.980000000007,3,3,4,334,Others
1377.0,6,95,12190.170000000004,4,3,4,434,Others
4296.0,13,90,12188.949999999999,3,2,4,324,Others
268.0,53,95,12184.829999999996,1,3,4,134,"At Risk"
4946.0,2,109,12184.19,5,5,4,554,Champions
688.0,2,104,12183.859999999997,5,5,4,554,Champions
1449.0,4,108,12183.779999999995,4,5,4,454,Champions
4539.0,9,91,12183.739999999998,4,3,4,434,Others
2061.0,1,95,12181.59,5,3,4,534,Others
3162.0,12,90,12181.350000000006,3,2,4,324,Others
3465.0,25,91,12180.879999999996,2,2,4,224,Lost
4011.0,45,106,12180.649999999998,1,5,4,154,"At Risk"
2194.0,19,98,12178.67,3,4,4,344,Loyal
4410.0,54,103,12177.19,1,5,4,154,"At Risk"
68.0,1,89,12176.960000000003,5,2,4,524,Others
1027.0,2,108,12175.299999999997,5,5,4,554,Champions
239.0,9,115,12174.779999999997,4,5,4,454,Champions
3391.0,12,106,12174.499999999996,3,5,4,354,Loyal
503.0,34,90,12174.05,2,2,4,224,Lost
2838.0,0,95,12171.839999999995,5,3,4,534,Others
2903.0,17,81,12171.46,3,1,4,314,Others
949.0,6,106,12170.180000000004,4,5,4,454,Champions
2363.0,20,98,12169.05,3,4,4,344,Loyal
3840.0,3,105,12169.020000000006,5,5,4,554,Champions
1829.0,6,99,12165.85,4,4,4,444,Champions
2688.0,0,91,12165.820000000002,5,2,4,524,Others
3002.0,9,107,12164.800000000001,4,5,4,454,Champions
4187.0,63,101,12163.440000000002,1,4,4,144,"At Risk"
1282.0,23,88,12163.279999999999,2,2,4,224,Lost
2128.0,35,116,12159.389999999996,2,5,4,254,"At Risk"
1193.0,41,96,12158.599999999997,1,3,4,134,"At Risk"
342.0,13,97,12158.509999999998,3,4,4,344,Loyal
3081.0,22,100,12158.159999999996,3,4,4,344,Loyal
2575.0,15,98,12157.929999999997,3,4,4,344,Loyal
1066.0,21,90,12157.439999999999,3,2,4,324,Others
218.0,0,104,12156.520000000002,5,5,4,554,Champions
2240.0,46,97,12156.289999999995,1,4,4,144,"At Risk"
3498.0,14,102,12155.640000000001,3,5,4,354,Loyal
4247.0,19,96,12154.770000000004,3,4,4,344,Loyal
4886.0,20,93,12153.760000000004,3,3,4,334,Others
1753.0,16,98,12152.859999999995,3,4,4,344,Loyal
3738.0,57,87,12152.49,1,2,4,124,Lost
1536.0,18,85,12150.860000000004,3,1,4,314,Others
83.0,1,96,12149.710000000001,5,4,4,544,Champions
1848.0,0,107,12148.310000000001,5,5,4,554,Champions
1581.0,3,93,12145.080000000004,5,3,4,534,Others
4268.0,80,98,12143.689999999995,1,4,4,144,"At Risk"
599.0,12,98,12142.189999999999,3,4,4,344,Loyal
4462.0,12,90,12141.399999999998,3,2,4,324,Others
1352.0,21,94,12140.470000000001,3,3,4,334,Others
1727.0,34,100,12137.470000000003,2,4,4,244,"At Risk"
2205.0,48,105,12136.5,1,5,4,154,"At Risk"
1500.0,27,104,12135.429999999998,2,5,4,254,"At Risk"
1247.0,14,102,12133.730000000005,3,5,4,354,Loyal
2007.0,41,95,12132.080000000002,1,3,4,134,"At Risk"
4446.0,39,90,12131.909999999996,1,2,4,124,Lost
2465.0,6,95,12131.099999999991,4,3,4,434,Others
1757.0,75,91,12129.52,1,2,4,124,Lost
2573.0,24,103,12129.27,2,5,4,254,"At Risk"
92.0,22,101,12119.83,3,4,4,344,Loyal
4895.0,0,95,12116.240000000002,5,3,4,534,Others
1531.0,30,102,12115.570000000003,2,5,4,254,"At Risk"
2677.0,8,99,12114.289999999995,4,4,4,444,Champions
2905.0,32,85,12109.150000000001,2,1,4,214,Lost
2603.0,19,90,12108.729999999992,3,2,4,324,Others
2691.0,47,105,12105.860000000004,1,5,4,154,"At Risk"
2708.0,3,105,12105.199999999999,5,5,4,554,Champions
4594.0,2,92,12103.45,5,3,4,534,Others
3420.0,18,96,12102.880000000003,3,4,4,344,Loyal
241.0,23,87,12098.049999999997,2,2,4,224,Lost
2079.0,17,114,12097.770000000002,3,5,4,354,Loyal
1385.0,9,89,12096.609999999997,4,2,4,424,Others
2361.0,10,85,12095.419999999996,4,1,4,414,Others
968.0,74,97,12092.529999999995,1,4,4,144,"At Risk"
1206.0,9,98,12091.75,4,4,4,444,Champions
994.0,50,96,12091.459999999995,1,3,4,134,"At Risk"
3346.0,26,88,12091.420000000002,2,2,4,224,Lost
4282.0,61,89,12088.920000000002,1,2,4,124,Lost
3749.0,6,98,12088.66,4,4,4,444,Champions
4411.0,40,109,12086.890000000001,1,5,4,154,"At Risk"
1975.0,43,91,12085.140000000003,1,2,4,124,Lost
3445.0,43,93,12085.100000000004,1,3,4,134,"At Risk"
3215.0,88,99,12082.96,1,4,4,144,"At Risk"
4827.0,6,88,12082.86,4,2,4,424,Others
4392.0,12,108,12078.579999999998,3,5,4,354,Loyal
4412.0,0,115,12078,5,5,4,554,Champions
3118.0,15,107,12077.760000000007,3,5,4,354,Loyal
2805.0,6,92,12077.289999999995,4,3,4,434,Others
2182.0,7,106,12076.890000000001,4,5,4,454,Champions
1809.0,5,92,12075.940000000002,4,3,4,434,Others
436.0,77,97,12075.189999999995,1,4,4,144,"At Risk"
1830.0,3,98,12073.539999999995,5,4,4,544,Champions
3772.0,0,89,12072.879999999996,5,2,4,524,Others
4415.0,0,90,12072.169999999998,5,2,4,524,Others
3711.0,20,91,12071.599999999999,3,3,4,334,Others
4791.0,19,105,12069.839999999995,3,5,4,354,Loyal
1652.0,25,85,12069.040000000003,2,1,4,214,Lost
3778.0,69,96,12068.570000000002,1,3,4,134,"At Risk"
4375.0,1,92,12066.74,5,3,4,534,Others
1553.0,51,88,12065.429999999997,1,2,4,124,Lost
3644.0,34,103,12064.139999999996,2,5,4,254,"At Risk"
2143.0,23,107,12063.290000000003,2,5,4,254,"At Risk"
271.0,10,94,12061.969999999998,4,3,4,434,Others
1522.0,24,89,12056.039999999992,2,2,4,224,Lost
2621.0,2,91,12055.679999999997,5,3,4,534,Others
3421.0,7,109,12054.660000000003,4,5,4,454,Champions
567.0,61,95,12053.149999999998,1,3,4,134,"At Risk"
2018.0,5,106,12051.980000000003,4,5,4,454,Champions
2856.0,4,103,12051.169999999998,5,5,4,554,Champions
3478.0,10,101,12049.859999999999,4,4,4,444,Champions
4647.0,8,110,12046.549999999992,4,5,4,454,Champions
3028.0,0,99,12046.519999999995,5,4,4,544,Champions
3283.0,1,96,12045.330000000004,5,4,4,544,Champions
4009.0,51,111,12043.919999999998,1,5,4,154,"At Risk"
969.0,23,89,12042.970000000003,2,2,4,224,Lost
1044.0,31,88,12041.099999999999,2,2,4,224,Lost
3049.0,19,89,12040.570000000002,3,2,4,324,Others
4816.0,19,82,12038.869999999999,3,1,4,314,Others
2348.0,41,90,12034.969999999992,1,2,4,124,Lost
2485.0,44,87,12034.589999999995,1,2,4,124,Lost
3395.0,15,84,12034.309999999998,3,1,4,314,Others
3557.0,20,106,12031.459999999997,3,5,4,354,Loyal
2902.0,49,87,12029.900000000003,1,2,4,124,Lost
236.0,29,103,12029.44,2,5,4,254,"At Risk"
381.0,3,98,12028.55,5,4,4,544,Champions
54.0,61,97,12028.389999999996,1,4,4,144,"At Risk"
827.0,25,104,12027.94,2,5,4,254,"At Risk"
1398.0,2,103,12027.919999999998,5,5,4,554,Champions
4431.0,0,99,12027.7,5,4,4,544,Champions
820.0,24,95,12027.27,2,3,4,234,"At Risk"
1639.0,3,94,12023.329999999996,5,3,4,534,Others
1690.0,6,90,12021.979999999998,4,2,4,424,Others
644.0,27,96,12021.800000000005,2,3,4,234,"At Risk"
362.0,62,81,12020.530000000002,1,1,4,114,Lost
4547.0,4,89,12019.800000000005,5,2,4,524,Others
1353.0,2,98,12017.000000000002,5,4,4,544,Champions
3181.0,106,99,12016.679999999995,1,4,4,144,"At Risk"
3353.0,72,100,12013.43,1,4,4,144,"At Risk"
1921.0,5,84,12011.569999999996,4,1,4,414,Others
334.0,35,115,12009.44,2,5,4,254,"At Risk"
2823.0,38,107,12008.930000000002,2,5,4,254,"At Risk"
769.0,9,111,12006.489999999994,4,5,4,454,Champions
4167.0,68,97,12006.409999999993,1,4,4,144,"At Risk"
661.0,24,98,12003.76000000001,2,4,4,244,"At Risk"
2808.0,29,101,12000.050000000001,2,4,4,244,"At Risk"
1494.0,2,88,11999.13,5,2,4,524,Others
300.0,32,102,11997.160000000002,2,5,4,254,"At Risk"
1301.0,83,85,11994.01,1,1,4,114,Lost
758.0,19,103,11993.859999999999,3,5,4,354,Loyal
2122.0,30,89,11991.950000000003,2,2,4,224,Lost
2797.0,30,100,11990.380000000001,2,4,4,244,"At Risk"
2520.0,52,87,11989.56,1,2,4,124,Lost
1368.0,61,73,11988.38,1,1,4,114,Lost
3110.0,2,105,11986.169999999998,5,5,4,554,Champions
2582.0,19,95,11986.16,3,3,4,334,Others
1960.0,29,93,11985.070000000005,2,3,4,234,"At Risk"
127.0,10,94,11983.270000000002,4,3,4,434,Others
2852.0,17,103,11982.469999999996,3,5,4,354,Loyal
3210.0,14,96,11982.210000000001,3,4,4,344,Loyal
835.0,7,94,11981.32,4,3,4,434,Others
1341.0,49,103,11979.180000000004,1,5,4,154,"At Risk"
2624.0,62,100,11978.269999999999,1,4,4,144,"At Risk"
3716.0,31,93,11978.009999999995,2,3,4,234,"At Risk"
1163.0,33,90,11977.07,2,2,4,224,Lost
4483.0,0,83,11976.060000000007,5,1,4,514,Others
651.0,24,79,11975.169999999998,2,1,4,214,Lost
4913.0,13,102,11973.430000000002,3,5,4,354,Loyal
4553.0,1,107,11972.749999999989,5,5,4,554,Champions
4977.0,37,93,11972.069999999992,2,3,4,234,"At Risk"
17.0,13,93,11971.819999999998,3,3,4,334,Others
1287.0,0,98,11971.149999999998,5,4,4,544,Champions
4805.0,10,93,11970.51,4,3,4,434,Others
2043.0,13,100,11970.17,3,4,4,344,Loyal
3617.0,54,101,11969.62,1,4,4,144,"At Risk"
4983.0,78,106,11968.340000000006,1,5,4,154,"At Risk"
3327.0,29,94,11967.119999999997,2,3,4,234,"At Risk"
2906.0,23,76,11965.369999999997,2,1,4,214,Lost
3321.0,23,99,11963.320000000002,2,4,4,244,"At Risk"
4038.0,37,92,11962.919999999995,2,3,4,234,"At Risk"
60.0,52,95,11961.660000000002,1,3,4,134,"At Risk"
4329.0,2,92,11959.689999999997,5,3,4,534,Others
2081.0,6,101,11959.140000000003,4,4,4,444,Champions
4168.0,7,93,11959.000000000002,4,3,4,434,Others
4703.0,17,95,11958.520000000002,3,3,4,334,Others
731.0,0,88,11958.419999999998,5,2,4,524,Others
2208.0,17,99,11957.449999999997,3,4,4,344,Loyal
4876.0,8,107,11956.730000000001,4,5,4,454,Champions
2762.0,29,97,11956.570000000002,2,4,4,244,"At Risk"
223.0,41,91,11956.16,1,2,4,124,Lost
4786.0,13,94,11953.489999999998,3,3,4,334,Others
507.0,13,103,11953.489999999998,3,5,4,354,Loyal
3572.0,1,96,11953.340000000004,5,4,4,544,Champions
352.0,25,93,11951.859999999993,2,3,4,234,"At Risk"
4655.0,3,96,11951.289999999994,5,4,4,544,Champions
3348.0,6,80,11949.790000000003,4,1,4,414,Others
2598.0,19,89,11948.049999999997,3,2,4,324,Others
1078.0,67,98,11947.679999999995,1,4,4,144,"At Risk"
3303.0,3,89,11946.869999999999,5,2,4,524,Others
1474.0,5,87,11946.46,4,2,4,424,Others
1729.0,14,90,11945.859999999999,3,2,4,324,Others
1365.0,12,112,11945.769999999997,3,5,4,354,Loyal
2176.0,22,92,11945.4,3,3,4,334,Others
1850.0,7,93,11945.019999999995,4,3,4,434,Others
3645.0,6,98,11943.73,4,4,4,444,Champions
3390.0,11,90,11943.330000000005,4,2,4,424,Others
2424.0,87,105,11943.33,1,5,4,154,"At Risk"
527.0,12,94,11942.71,3,3,4,334,Others
880.0,65,83,11942.489999999998,1,1,4,114,Lost
4065.0,2,99,11941.959999999997,5,4,4,544,Champions
2980.0,50,108,11940.840000000002,1,5,4,154,"At Risk"
991.0,43,105,11939.15,1,5,4,154,"At Risk"
3488.0,0,93,11939.140000000001,5,3,4,534,Others
2086.0,9,98,11938.110000000002,4,4,4,444,Champions
4173.0,8,85,11937.619999999995,4,1,4,414,Others
611.0,9,79,11937.359999999999,4,1,4,414,Others
231.0,14,83,11937.250000000004,3,1,4,314,Others
3583.0,5,111,11937.129999999994,4,5,4,454,Champions
3330.0,10,89,11937.100000000004,4,2,4,424,Others
2470.0,10,99,11936.07,4,4,4,444,Champions
3839.0,3,91,11935.389999999998,5,3,4,534,Others
4373.0,17,95,11935.26,3,3,4,334,Others
3140.0,15,103,11935.170000000004,3,5,4,354,Loyal
4180.0,6,106,11932.279999999995,4,5,4,454,Champions
4193.0,17,103,11932.08,3,5,4,354,Loyal
136.0,14,102,11929.84,3,5,4,354,Loyal
3696.0,31,99,11928.929999999998,2,4,4,244,"At Risk"
2407.0,19,95,11927.15,3,3,4,334,Others
811.0,44,98,11922.640000000005,1,4,4,144,"At Risk"
618.0,87,96,11922.310000000003,1,3,4,134,"At Risk"
2898.0,75,93,11921.72,1,3,4,134,"At Risk"
712.0,9,94,11918.599999999993,4,3,4,434,Others
2266.0,23,105,11918.259999999995,2,5,4,254,"At Risk"
649.0,26,92,11918.180000000002,2,3,4,234,"At Risk"
2670.0,13,93,11914.890000000003,3,3,4,334,Others
4854.0,40,102,11914.819999999996,1,5,4,154,"At Risk"
2824.0,3,92,11912.04,5,3,4,534,Others
2462.0,25,94,11911.420000000002,2,3,4,234,"At Risk"
3365.0,4,96,11910.740000000003,5,4,4,544,Champions
4828.0,57,92,11910.539999999997,1,3,4,134,"At Risk"
2622.0,54,90,11910.199999999995,1,2,4,124,Lost
3202.0,31,97,11909.230000000001,2,4,4,244,"At Risk"
1208.0,5,93,11909.229999999998,4,3,4,434,Others
4576.0,23,82,11903.699999999999,2,1,4,214,Lost
3089.0,8,100,11902.140000000003,4,4,4,444,Champions
955.0,8,90,11902,4,2,4,424,Others
825.0,26,99,11898.039999999997,2,4,4,244,"At Risk"
1938.0,35,85,11897.779999999997,2,1,4,214,Lost
3266.0,3,109,11897.359999999999,5,5,4,554,Champions
1694.0,33,86,11896.860000000006,2,2,4,224,Lost
4508.0,70,106,11896.729999999994,1,5,4,154,"At Risk"
1507.0,19,105,11896.459999999997,3,5,4,354,Loyal
3642.0,23,93,11896.190000000002,2,3,4,234,"At Risk"
468.0,28,97,11895.240000000002,2,4,4,244,"At Risk"
3324.0,0,104,11893.989999999996,5,5,4,554,Champions
2614.0,32,93,11891.759999999998,2,3,4,234,"At Risk"
1853.0,0,73,11891.530000000004,5,1,4,514,Others
2469.0,0,93,11891.229999999998,5,3,4,534,Others
2910.0,53,91,11890.279999999999,1,2,4,124,Lost
2840.0,4,102,11888.280000000002,5,5,4,554,Champions
3134.0,2,99,11887.779999999995,5,4,4,544,Champions
463.0,1,100,11887.259999999998,5,4,4,544,Champions
854.0,43,113,11885.869999999997,1,5,4,154,"At Risk"
4648.0,11,103,11885.019999999995,4,5,4,454,Champions
2212.0,0,101,11883.990000000002,5,4,4,544,Champions
2397.0,121,90,11883.619999999997,1,2,4,124,Lost
1534.0,4,86,11883.159999999998,4,2,4,424,Others
4197.0,63,92,11877.840000000002,1,3,4,134,"At Risk"
147.0,14,109,11877.509999999998,3,5,4,354,Loyal
4213.0,48,101,11876.229999999996,1,4,4,144,"At Risk"
2409.0,25,72,11876.210000000006,2,1,4,214,Lost
4122.0,8,100,11874.3,4,4,4,444,Champions
3735.0,32,98,11869.09,2,4,4,244,"At Risk"
2839.0,1,109,11868.930000000002,5,5,4,554,Champions
2793.0,10,99,11868.500000000005,4,4,4,444,Champions
213.0,0,86,11867.660000000003,5,2,4,524,Others
214.0,21,98,11866.199999999997,3,4,4,344,Loyal
1984.0,9,101,11864.52,4,4,4,444,Champions
4960.0,52,84,11864.429999999997,1,1,4,114,Lost
1062.0,67,97,11864.390000000001,1,4,4,144,"At Risk"
858.0,59,82,11864.169999999996,1,1,4,114,Lost
4597.0,66,98,11860.860000000002,1,4,4,144,"At Risk"
4110.0,0,96,11857.349999999997,5,4,4,544,Champions
3289.0,31,110,11857.019999999995,2,5,4,254,"At Risk"
1197.0,10,90,11854.789999999997,4,2,4,424,Others
4244.0,37,92,11852.369999999995,2,3,4,234,"At Risk"
3512.0,1,103,11851.71,5,5,4,554,Champions
3139.0,40,99,11850.65,1,4,4,144,"At Risk"
2089.0,70,80,11850.54,1,1,4,114,Lost
4043.0,21,113,11847.869999999997,3,5,4,354,Loyal
1230.0,22,82,11847.339999999998,2,1,4,214,Lost
1000.0,4,80,11847.27,4,1,4,414,Others
481.0,0,101,11847.03,5,4,4,544,Champions
911.0,109,73,11846.980000000001,1,1,4,114,Lost
561.0,23,90,11846.779999999999,2,2,4,224,Lost
51.0,61,92,11846.69,1,3,4,134,"At Risk"
4887.0,27,95,11845.089999999995,2,3,4,234,"At Risk"
3598.0,24,98,11844.169999999998,2,4,4,244,"At Risk"
9.0,31,99,11842.680000000002,2,4,4,244,"At Risk"
2416.0,8,106,11842.280000000002,4,5,4,454,Champions
734.0,32,99,11841.550000000005,2,4,4,244,"At Risk"
1245.0,19,81,11840.76,3,1,4,314,Others
1100.0,1,98,11840.640000000001,5,4,4,544,Champions
2973.0,39,85,11837.57,1,1,4,114,Lost
3675.0,49,90,11836.900000000003,1,2,4,124,Lost
1003.0,4,95,11836.86,4,3,4,434,Others
3796.0,38,87,11835.149999999996,2,2,4,224,Lost
409.0,16,90,11835.100000000002,3,2,4,324,Others
3874.0,13,116,11835.050000000003,3,5,4,354,Loyal
802.0,13,93,11834.839999999998,3,3,4,334,Others
2595.0,12,115,11834.319999999996,3,5,4,354,Loyal
3480.0,24,84,11834.290000000005,2,1,4,214,Lost
4305.0,35,99,11833.340000000004,2,4,4,244,"At Risk"
2918.0,21,101,11832.830000000002,3,4,4,344,Loyal
4243.0,23,86,11832.64999999999,2,2,4,224,Lost
4050.0,1,87,11831.900000000003,5,2,4,524,Others
4736.0,35,102,11831.359999999997,2,5,4,254,"At Risk"
3183.0,3,97,11830.849999999999,5,4,4,544,Champions
1031.0,10,107,11829.569999999994,4,5,4,454,Champions
276.0,17,108,11827.54,3,5,4,354,Loyal
1298.0,12,100,11827.17,3,4,4,344,Loyal
533.0,32,91,11824.6,2,2,4,224,Lost
4302.0,105,91,11824.379999999997,1,2,4,124,Lost
3921.0,5,95,11823.539999999999,4,3,4,434,Others
2880.0,1,99,11823.320000000007,5,4,4,544,Champions
1810.0,101,87,11821.009999999997,1,2,4,124,Lost
1077.0,17,84,11820.789999999999,3,1,4,314,Others
2798.0,8,105,11820.280000000004,4,5,4,454,Champions
2319.0,64,95,11820.02,1,3,4,134,"At Risk"
4879.0,6,92,11818.39,4,3,4,434,Others
2314.0,25,102,11816.26,2,5,4,254,"At Risk"
3699.0,26,87,11813.739999999994,2,2,4,224,Lost
1926.0,6,105,11813.449999999995,4,5,4,454,Champions
3704.0,3,93,11812.849999999997,5,3,4,534,Others
1002.0,4,81,11812.619999999997,4,1,4,414,Others
3044.0,75,93,11811.169999999998,1,3,4,134,"At Risk"
1468.0,88,95,11809.41,1,3,4,134,"At Risk"
3052.0,11,102,11808.62,4,5,4,454,Champions
2306.0,12,87,11807.43,3,2,4,324,Others
3616.0,30,106,11806.689999999999,2,5,4,254,"At Risk"
1357.0,34,95,11806.079999999996,2,3,4,234,"At Risk"
3119.0,49,102,11805.860000000004,1,5,4,154,"At Risk"
4916.0,53,102,11805.759999999997,1,5,4,154,"At Risk"
549.0,14,83,11805.44,3,1,4,314,Others
1813.0,13,100,11804.51,3,4,4,344,Loyal
1560.0,8,99,11804.46,4,4,4,444,Champions
3287.0,34,95,11804.440000000004,2,3,4,234,"At Risk"
3371.0,3,89,11804.070000000005,5,2,4,524,Others
2830.0,20,112,11803.989999999998,3,5,4,354,Loyal
4277.0,23,86,11803.82,2,2,4,224,Lost
2336.0,3,96,11803.480000000003,5,4,4,544,Champions
1142.0,32,101,11803.039999999994,2,4,4,244,"At Risk"
4100.0,10,104,11802.040000000005,4,5,4,454,Champions
4456.0,6,92,11800.939999999999,4,3,4,434,Others
3968.0,8,93,11800.899999999994,4,3,4,434,Others
4637.0,5,97,11800.82,4,4,4,444,Champions
3624.0,16,101,11800.68,3,4,4,344,Loyal
1599.0,33,103,11798.260000000006,2,5,4,254,"At Risk"
2000.0,39,99,11796.760000000002,1,4,4,144,"At Risk"
3992.0,103,89,11794.089999999998,1,2,4,124,Lost
1703.0,2,89,11793.050000000005,5,2,4,524,Others
1716.0,18,98,11792.910000000003,3,4,4,344,Loyal
1198.0,53,93,11791.55,1,3,4,134,"At Risk"
2141.0,16,101,11790.139999999998,3,4,4,344,Loyal
1148.0,40,90,11790.029999999997,1,2,4,124,Lost
4146.0,11,85,11789.249999999998,4,1,4,414,Others
1285.0,13,94,11787.910000000003,3,3,4,334,Others
4638.0,21,95,11786.750000000004,3,3,4,334,Others
4981.0,62,103,11786.560000000001,1,5,4,154,"At Risk"
1594.0,0,84,11784.26,5,1,4,514,Others
2526.0,3,113,11783.940000000004,5,5,4,554,Champions
3066.0,26,105,11783.339999999998,2,5,4,254,"At Risk"
1405.0,0,86,11782.760000000002,5,2,4,524,Others
1695.0,3,94,11782.699999999995,5,3,4,534,Others
2684.0,17,97,11782.290000000005,3,4,4,344,Loyal
350.0,5,92,11780.97,4,3,4,434,Others
1677.0,5,97,11778.440000000008,4,4,4,444,Champions
295.0,34,92,11777.23,2,3,4,234,"At Risk"
3988.0,7,84,11776.069999999996,4,1,4,414,Others
4352.0,57,94,11775.819999999998,1,3,4,134,"At Risk"
4317.0,57,96,11774.219999999998,1,3,4,134,"At Risk"
338.0,6,95,11773.74,4,3,4,434,Others
1437.0,2,97,11772.610000000004,5,4,4,544,Champions
1900.0,22,91,11771.710000000001,2,2,4,224,Lost
1154.0,35,100,11771.580000000004,2,4,4,244,"At Risk"
4751.0,49,101,11771.39,1,4,4,144,"At Risk"
2283.0,5,85,11771.299999999992,4,1,4,414,Others
4085.0,11,87,11768.779999999997,4,2,4,424,Others
3376.0,42,110,11768.5,1,5,4,154,"At Risk"
535.0,13,98,11765.520000000002,3,4,4,344,Loyal
1691.0,137,102,11764.009999999991,1,5,4,154,"At Risk"
1498.0,20,96,11763.689999999997,3,4,4,344,Loyal
