month_end,circle,circle_code,zone,closing_base,gross_adds,churned_subscribers,net_adds,monthly_churn_pct,arpu_inr,data_traffic_pb,port_in_requests,port_out_requests,complaints_logged
2025-05-31 00:00:00,Delhi NCR,DL,North,16631712,329160,252038,77122,1.52,202.32,649.7,139184,124438,12897
2025-06-30 00:00:00,Delhi NCR,DL,North,16702599,389309,278284,111025,1.67,203.84,677.8,163324,152747,14905
2025-07-31 00:00:00,Delhi NCR,DL,North,16771358,275755,203835,71919,1.22,204.3,703.4,118486,137056,11584
2025-08-31 00:00:00,Delhi NCR,DL,North,16910644,381453,236827,144625,1.4,206.16,696.9,173757,175761,15690
2025-09-30 00:00:00,Delhi NCR,DL,North,16980761,416615,290458,126157,1.71,207.69,752.8,191266,95252,11376
2025-10-31 00:00:00,Delhi NCR,DL,North,17091856,292716,245365,47350,1.44,209.23,731,138037,138129,14491
2025-11-30 00:00:00,Delhi NCR,DL,North,17177194,311232,217891,93340,1.27,210.13,702.3,140454,128630,12849
2025-12-31 00:00:00,Delhi NCR,DL,North,17259909,337612,259632,77980,1.5,211.78,743.3,156516,118781,9657
2026-01-31 00:00:00,Delhi NCR,DL,North,17339485,348321,256725,91595,1.48,213.05,667.6,146993,179684,11958
2026-02-28 00:00:00,Delhi NCR,DL,North,17438752,323483,264799,58684,1.52,214.63,681.4,179178,146616,15725
2026-03-31 00:00:00,Delhi NCR,DL,North,17507603,290420,212005,78414,1.21,217.1,720.1,142201,150736,11185
2026-04-30 00:00:00,Delhi NCR,DL,North,17569155,314604,229582,85022,1.31,219.47,779,137094,133521,11239
2026-05-31 00:00:00,Delhi NCR,DL,North,17661358,329379,238069,91309,1.35,221.9,749.1,191285,109937,15196
2026-06-30 00:00:00,Delhi NCR,DL,North,17779346,279054,230770,48283,1.3,222.71,727.1,143953,100917,10358
2026-07-31 00:00:00,Delhi NCR,DL,North,17857300,302397,252706,49691,1.42,224.57,740.7,168407,155052,16917
2026-08-31 00:00:00,Delhi NCR,DL,North,17936185,340270,248635,91634,1.39,226.51,748.6,146448,131300,14611
2025-03-31 00:00:00,Punjab,PB,North,15516760,429331,306558,122773,1.98,200.27,639.2,176637,164740,15318
2025-04-30 00:00:00,Punjab,PB,North,15592478,390029,313995,76033,2.01,201.95,609.1,148488,256806,11685
2025-05-31 00:00:00,Punjab,PB,North,15644915,418263,325423,92839,2.08,204.05,596.3,138671,186283,10828
2025-06-30 00:00:00,Punjab,PB,North,15748491,382789,327620,55169,2.08,205.58,592,180182,138991,10494
2025-07-31 00:00:00,Punjab,PB,North,15799316,367060,316583,50477,2,206.82,644,141489,203576,10723
2025-08-31 00:00:00,Punjab,PB,North,15863024,367423,302940,64483,1.91,207.92,638.9,120044,130499,10963
2025-09-30 00:00:00,Punjab,PB,North,15951488,375589,319365,56224,2,209.67,628.2,154045,165458,11208
2025-10-31 00:00:00,Punjab,PB,North,16008344,314133,310378,3754,1.94,211.57,660.4,118411,179587,10742
2025-11-30 00:00:00,Punjab,PB,North,16068777,389698,323230,66467,2.01,213.29,648.5,172680,151043,9973
2025-12-31 00:00:00,Punjab,PB,North,16140223,410450,324201,86248,2.01,215.2,707.4,162605,183675,12721
2026-01-31 00:00:00,Punjab,PB,North,16168487,288667,358943,-70275,2.22,216.33,629.4,124904,160761,17322
2026-02-28 00:00:00,Punjab,PB,North,16226416,451070,329254,121815,2.03,218.83,667.2,133685,151521,12793
2026-03-31 00:00:00,Punjab,PB,North,16311208,409818,308510,101308,1.89,221.33,655.8,137873,199945,12152
2026-04-30 00:00:00,Punjab,PB,North,16375384,440805,333411,107393,2.04,222.67,677.2,151805,238814,13663
2026-05-31 00:00:00,Punjab,PB,North,16422609,431633,301516,130117,1.84,224.78,644.7,161083,157099,10596
2026-06-30 00:00:00,Punjab,PB,North,16529444,417834,306444,111389,1.85,226.87,653.7,153339,210772,10766
2026-07-31 00:00:00,Punjab,PB,North,16630858,424040,352088,71952,2.12,229.37,712.1,136059,247717,10953
2026-08-31 00:00:00,Punjab,PB,North,16688609,501381,388963,112418,2.33,230.41,671.5,143239,173557,8712
2025-03-31 00:00:00,Mumbai,MU,West,15471346,293056,233356,59699,1.51,200,678.8,118054,136743,12731
2025-04-30 00:00:00,Mumbai,MU,West,15524642,321671,216023,105648,1.39,202.55,617.7,154559,125772,12554
2025-05-31 00:00:00,Mumbai,MU,West,15625085,252533,244519,8013,1.56,202.91,642.3,215566,127723,10674
2025-06-30 00:00:00,Mumbai,MU,West,15721351,328994,224037,104956,1.43,204.34,599.9,107418,93010,11415
2025-07-31 00:00:00,Mumbai,MU,West,15792247,339724,225901,113822,1.43,206.34,658.3,140192,119617,11390
2025-08-31 00:00:00,Mumbai,MU,West,15854500,275867,239035,36831,1.51,208.83,651.5,149017,142877,14809
2025-09-30 00:00:00,Mumbai,MU,West,15960251,205513,200488,5024,1.26,211.14,668.3,182156,125866,12174
2025-10-31 00:00:00,Mumbai,MU,West,16002878,330756,239626,91130,1.5,213.54,671.1,166121,123842,15036
2025-11-30 00:00:00,Mumbai,MU,West,16076002,277213,218833,58379,1.36,216.02,669.6,156710,134156,13041
2025-12-31 00:00:00,Mumbai,MU,West,16156895,213525,200440,13084,1.24,218.78,662.6,123126,143319,14466
2026-01-31 00:00:00,Mumbai,MU,West,16232123,272242,244898,27343,1.51,220.38,675.3,172528,69273,10766
2026-02-28 00:00:00,Mumbai,MU,West,16255469,305252,238517,66735,1.47,223.14,683.2,135820,118275,7029
2026-03-31 00:00:00,Mumbai,MU,West,16337257,312771,231623,81148,1.42,224.74,647.6,175150,137077,13038
2026-04-30 00:00:00,Mumbai,MU,West,16398378,307229,246901,60327,1.51,226.16,633.6,128157,170433,14038
2026-05-31 00:00:00,Mumbai,MU,West,16398794,291852,228282,63569,1.39,227.68,655.7,131900,114738,9365
2026-06-30 00:00:00,Mumbai,MU,West,16498921,320192,241801,78390,1.47,229.13,688.7,110087,119494,10468
2026-07-31 00:00:00,Mumbai,MU,West,16543932,349529,264398,85131,1.6,231.54,723.6,145883,110255,12898
2026-08-31 00:00:00,Mumbai,MU,West,16587844,301969,218253,83715,1.32,233.93,676.5,100803,134575,11617
2025-03-31 00:00:00,Odisha,OR,East,15545681,357239,302054,55184,1.94,199.04,616.8,130477,156174,13561
2025-04-30 00:00:00,Odisha,OR,East,15597978,411522,299512,112009,1.92,200.25,683.8,132378,198417,10501
2025-05-31 00:00:00,Odisha,OR,East,15648404,337024,265426,71598,1.7,201.85,669.3,133975,166862,14161
2025-06-30 00:00:00,Odisha,OR,East,15728487,364837,320654,44182,2.04,202.57,624.7,113307,185224,12178
2025-07-31 00:00:00,Odisha,OR,East,15793104,384608,305038,79570,1.93,203.51,623.1,174759,189431,10656
2025-08-31 00:00:00,Odisha,OR,East,15810503,332659,274244,58414,1.73,206.86,614.1,178012,175117,9803
2025-09-30 00:00:00,Odisha,OR,East,15889486,364720,300918,63802,1.89,207.75,680,161830,178019,14123
2025-10-31 00:00:00,Odisha,OR,East,15944734,409792,328830,80961,2.06,209.08,615.8,118612,193996,10907
2025-11-30 00:00:00,Odisha,OR,East,16032888,351126,309480,41646,1.93,210.47,653.9,184968,178374,11059
2025-12-31 00:00:00,Odisha,OR,East,16121914,375461,339250,36211,2.1,211.46,627.4,120578,165534,11629
2026-01-31 00:00:00,Odisha,OR,East,16151751,424108,301884,122223,1.87,213.27,626.3,145745,198346,9830
2026-02-28 00:00:00,Odisha,OR,East,16247484,437734,323802,113932,1.99,215.04,614.2,168949,180744,9068
2026-03-31 00:00:00,Odisha,OR,East,16324767,375680,318929,56750,1.95,217.11,709.9,160707,175238,12792
2026-04-30 00:00:00,Odisha,OR,East,16395011,360872,291258,69613,1.78,218.4,676.6,169763,160480,11486
2026-05-31 00:00:00,Odisha,OR,East,16509434,330806,288258,42547,1.75,220.73,644.2,138464,138113,12311
2026-06-30 00:00:00,Odisha,OR,East,16591130,428413,317359,111054,1.91,221.79,699.8,126271,173596,11369
2026-07-31 00:00:00,Odisha,OR,East,16675520,353038,293048,59989,1.76,223.51,700.6,119935,140819,14341
2026-08-31 00:00:00,Odisha,OR,East,16766603,341055,308014,33041,1.84,226.01,723.5,160876,160775,13093
2025-03-31 00:00:00,Haryana,HR,North,14478661,339525,276128,63397,1.91,199.63,595.2,144057,172768,10876
2025-04-30 00:00:00,Haryana,HR,North,14574159,415916,309324,106592,2.12,200.77,586.9,108765,139513,11038
2025-05-31 00:00:00,Haryana,HR,North,14624717,386642,294900,91741,2.02,201.7,568.3,108438,146425,13476
2025-06-30 00:00:00,Haryana,HR,North,14703089,321656,309841,11814,2.11,202.87,575.3,165656,161523,14984
2025-07-31 00:00:00,Haryana,HR,North,14810918,304358,261146,43212,1.76,204.28,584.6,153137,144085,9193
2025-08-31 00:00:00,Haryana,HR,North,14888610,316955,262962,53993,1.77,206.47,607.4,128941,146824,9090
2025-09-30 00:00:00,Haryana,HR,North,14944275,305967,258662,47304,1.73,208.2,608.1,154923,191059,10166
2025-10-31 00:00:00,Haryana,HR,North,14988439,347826,265862,81964,1.77,209.92,603.6,109529,153551,8194
2025-11-30 00:00:00,Haryana,HR,North,15016227,420109,290436,129673,1.93,212.1,585.4,138600,173238,12342
2025-12-31 00:00:00,Haryana,HR,North,15079356,431823,291868,139955,1.94,214.47,635.9,145635,135289,13305
2026-01-31 00:00:00,Haryana,HR,North,15142125,289835,271187,18647,1.79,215.81,596.4,117103,182794,12462
2026-02-28 00:00:00,Haryana,HR,North,15181040,301724,263129,38595,1.73,216.53,619.6,116986,135890,11787
2026-03-31 00:00:00,Haryana,HR,North,15247400,431268,317681,113587,2.08,218.85,611.7,120809,178488,11510
2026-04-30 00:00:00,Haryana,HR,North,15311280,360377,282646,77731,1.85,221.44,628.8,166254,192171,8474
2026-05-31 00:00:00,Haryana,HR,North,15319148,324907,284539,40367,1.86,223.42,636.3,134983,134693,12020
2026-06-30 00:00:00,Haryana,HR,North,15416119,365265,306720,58545,1.99,224.74,603.6,167493,205620,9686
2026-07-31 00:00:00,Haryana,HR,North,15533747,381245,298192,83053,1.92,225.23,621.5,151523,189615,11734
2026-08-31 00:00:00,Haryana,HR,North,15628546,370474,283868,86605,1.82,227.65,657.8,128666,164012,12090
2025-03-31 00:00:00,Kolkata,KO,East,10386589,174827,135675,39152,1.31,199.57,446.3,73161,96746,7767
2025-04-30 00:00:00,Kolkata,KO,East,10398403,201616,156821,44794,1.51,200.4,433.4,94882,79811,7625
2025-05-31 00:00:00,Kolkata,KO,East,10463270,167102,134772,32330,1.29,200.96,415.7,108562,77285,6651
2025-06-30 00:00:00,Kolkata,KO,East,10484450,169528,130938,38589,1.25,202.72,435.1,106007,86806,6210
2025-07-31 00:00:00,Kolkata,KO,East,10502446,175527,148486,27041,1.41,204.12,401.1,112531,68923,7496
2025-08-31 00:00:00,Kolkata,KO,East,10557042,181386,149049,32337,1.41,205.52,437,54012,92361,7444
2025-09-30 00:00:00,Kolkata,KO,East,10626391,209567,170438,39129,1.6,207.53,418.3,110626,101052,7891
2025-10-31 00:00:00,Kolkata,KO,East,10687789,184305,164619,19686,1.54,209.32,435.7,86012,87473,7471
2025-11-30 00:00:00,Kolkata,KO,East,10760839,192232,136236,55995,1.27,211.29,416.8,86240,98149,6747
2025-12-31 00:00:00,Kolkata,KO,East,10796393,216381,171481,44900,1.59,212.35,450.4,102303,97603,8073
2026-01-31 00:00:00,Kolkata,KO,East,10840814,217886,154025,63860,1.42,214.14,464.6,106250,103688,7210
2026-02-28 00:00:00,Kolkata,KO,East,10879488,239958,156758,83199,1.44,216.62,472.3,109847,112881,7243
2026-03-31 00:00:00,Kolkata,KO,East,10923594,246652,152378,94274,1.39,218.15,442.4,81162,93199,6849
2026-04-30 00:00:00,Kolkata,KO,East,10994916,237546,163292,74254,1.49,219.54,471.5,96278,90697,7608
2026-05-31 00:00:00,Kolkata,KO,East,11009875,248257,172412,75845,1.57,221.05,447.7,85375,72239,8424
2026-06-30 00:00:00,Kolkata,KO,East,11062134,228860,183929,44930,1.66,222.61,447.4,108589,112053,9212
2026-07-31 00:00:00,Kolkata,KO,East,11134008,271916,187678,84237,1.69,224.89,464.7,90109,65022,6650
2026-08-31 00:00:00,Kolkata,KO,East,11158890,252204,181544,70660,1.63,226.37,441.1,87081,73892,7384
2025-03-31 00:00:00,Assam,AS,East,9318098,177091,162456,14634,1.74,199.74,364.4,73144,102127,6913
2025-04-30 00:00:00,Assam,AS,East,9352127,230057,185785,44272,1.99,201.66,343.6,89170,149284,6079
2025-05-31 00:00:00,Assam,AS,East,9383475,223306,190012,33293,2.02,203.68,372.8,96850,97947,6484
2025-06-30 00:00:00,Assam,AS,East,9427880,253461,191941,61519,2.04,204.86,349.6,91795,109215,5651
2025-07-31 00:00:00,Assam,AS,East,9441778,223818,174863,48955,1.85,205.65,384.5,62371,107826,5205
2025-08-31 00:00:00,Assam,AS,East,9477253,261632,194777,66854,2.06,207.27,405.6,101701,96846,5661
2025-09-30 00:00:00,Assam,AS,East,9506575,260652,192385,68267,2.02,207.75,380.4,82375,104681,8465
2025-10-31 00:00:00,Assam,AS,East,9558520,243768,187017,56751,1.96,209.9,390.2,106141,147532,6301
2025-11-30 00:00:00,Assam,AS,East,9573824,249320,214846,34473,2.24,211.73,412.1,73858,121812,6994
2025-12-31 00:00:00,Assam,AS,East,9604535,235823,196229,39594,2.04,213.18,438.2,44291,111044,7877
2026-01-31 00:00:00,Assam,AS,East,9635964,206746,198004,8742,2.05,214.12,423,66196,126308,8363
2026-02-28 00:00:00,Assam,AS,East,9664011,239646,177780,61865,1.84,215.2,383.3,100782,134756,5303
2026-03-31 00:00:00,Assam,AS,East,9671636,217919,185506,32412,1.92,216.18,405.4,105961,98072,6083
2026-04-30 00:00:00,Assam,AS,East,9698467,241128,193868,47260,2,217.7,413.6,82306,118728,6738
2026-05-31 00:00:00,Assam,AS,East,9747323,207293,169054,38239,1.73,219.38,389.2,95555,114283,6850
2026-06-30 00:00:00,Assam,AS,East,9776714,233660,194794,38866,1.99,220.63,407.8,95504,103731,6698
2026-07-31 00:00:00,Assam,AS,East,9835153,254092,210418,43673,2.14,221.77,410.6,61838,109443,7125
2026-08-31 00:00:00,Assam,AS,East,9888558,230581,185642,44938,1.88,222.7,399.7,107964,119413,5403
2025-03-31 00:00:00,North East,NE,East,5182203,116152,100395,15757,1.94,200,203.4,49401,76582,4060
2025-04-30 00:00:00,North East,NE,East,5210795,133124,102253,30870,1.96,201.28,215.7,48770,58281,3737
2025-05-31 00:00:00,North East,NE,East,5244496,146076,104202,41874,1.99,203.4,204.4,52608,58960,3857
2025-06-30 00:00:00,North East,NE,East,5267531,127848,108698,19150,2.06,205.16,225.2,58753,59538,2643
2025-07-31 00:00:00,North East,NE,East,5292113,123628,109490,14137,2.07,206.75,211,48528,63989,4182
2025-08-31 00:00:00,North East,NE,East,5330525,122466,106656,15810,2,209.02,219.7,49135,56778,3377
2025-09-30 00:00:00,North East,NE,East,5356853,126869,101776,25092,1.9,210.84,229.1,47919,49009,4330
2025-10-31 00:00:00,North East,NE,East,5392108,148323,111207,37116,2.06,211.72,209.7,45626,53794,4029
2025-11-30 00:00:00,North East,NE,East,5419154,140466,109374,31091,2.02,212.72,211.3,41545,57480,3683
2025-12-31 00:00:00,North East,NE,East,5437117,131189,99849,31339,1.84,214.15,230.1,49493,66735,3060
2026-01-31 00:00:00,North East,NE,East,5454855,127111,112674,14437,2.07,216.22,216.7,56817,71377,4034
2026-02-28 00:00:00,North East,NE,East,5489533,129236,106161,23075,1.93,217.09,219.3,41441,60449,3545
2026-03-31 00:00:00,North East,NE,East,5509165,155250,104020,51229,1.89,219.26,224.1,50519,66327,3566
2026-04-30 00:00:00,North East,NE,East,5543079,141474,112949,28524,2.04,221.93,222.6,56774,49456,3443
2026-05-31 00:00:00,North East,NE,East,5568264,127959,111083,16875,1.99,223.78,235.1,41575,59031,4043
2026-06-30 00:00:00,North East,NE,East,5587918,149944,120516,29427,2.16,224.99,226,46854,47992,4276
2026-07-31 00:00:00,North East,NE,East,5611418,147752,115750,32001,2.06,225.84,226.8,54147,74662,2672
2026-08-31 00:00:00,North East,NE,East,5623326,138777,119768,19008,2.13,227.85,237.3,53230,71131,3827
2025-03-31 00:00:00,Himachal Pradesh,HP,North,4667860,101196,75547,25648,1.62,199.51,194.2,47006,53127,2469
2025-04-30 00:00:00,Himachal Pradesh,HP,North,4692119,97478,78700,18777,1.68,200.22,179.9,36569,48457,4103
2025-05-31 00:00:00,Himachal Pradesh,HP,North,4719454,94166,82941,11224,1.76,200.85,184.2,51988,44074,3480
2025-06-30 00:00:00,Himachal Pradesh,HP,North,4747103,98360,81228,17132,1.71,200.91,200.1,45645,47736,2947
2025-07-31 00:00:00,Himachal Pradesh,HP,North,4769138,101583,80667,20916,1.69,202.3,196.1,44288,62122,4306
2025-08-31 00:00:00,Himachal Pradesh,HP,North,4796223,112080,84778,27301,1.77,202.39,188.7,48523,50687,3878
2025-09-30 00:00:00,Himachal Pradesh,HP,North,4819333,113703,82996,30707,1.72,204.52,197.5,57120,42582,3137
2025-10-31 00:00:00,Himachal Pradesh,HP,North,4829909,108256,84293,23963,1.75,206.43,199,45642,47816,3532
2025-11-30 00:00:00,Himachal Pradesh,HP,North,4853739,93502,78191,15310,1.61,208.27,204.4,42377,45164,3563
2025-12-31 00:00:00,Himachal Pradesh,HP,North,4878058,102146,83296,18850,1.71,210.07,184.5,46049,56304,3063
2026-01-31 00:00:00,Himachal Pradesh,HP,North,4893351,98372,74051,24320,1.51,211.44,209.9,42980,62581,2772
2026-02-28 00:00:00,Himachal Pradesh,HP,North,4916360,121492,85349,36142,1.74,213.4,200.5,39125,60766,4199
2026-03-31 00:00:00,Himachal Pradesh,HP,North,4939763,107005,83875,23129,1.7,215.23,206.1,53978,44539,3178
2026-04-30 00:00:00,Himachal Pradesh,HP,North,4950864,100258,72561,27696,1.47,216.87,195.3,43595,58357,3966
2026-05-31 00:00:00,Himachal Pradesh,HP,North,4984683,101662,81342,20319,1.63,219.32,219.2,42324,46878,3169
2026-06-30 00:00:00,Himachal Pradesh,HP,North,5020228,103717,85753,17963,1.71,221.39,201.7,36806,62538,2844
2026-07-31 00:00:00,Himachal Pradesh,HP,North,5042024,103907,84173,19734,1.67,224.01,201,32182,42258,2620
2026-08-31 00:00:00,Himachal Pradesh,HP,North,5076118,103423,86426,16996,1.7,225.17,209.7,43062,45547,3799
2025-03-31 00:00:00,Jammu & Kashmir,JK,North,4144661,76376,68973,7403,1.66,200.58,179.1,33057,34227,3290
2025-04-30 00:00:00,Jammu & Kashmir,JK,North,4168789,84999,74798,10201,1.79,201.63,172.4,32393,36328,2792
2025-05-31 00:00:00,Jammu & Kashmir,JK,North,4207351,88082,73906,14176,1.76,203.72,170.9,44773,52743,2320
2025-06-30 00:00:00,Jammu & Kashmir,JK,North,4235657,99742,73774,25967,1.74,205.78,173.6,28109,61584,2990
2025-07-31 00:00:00,Jammu & Kashmir,JK,North,4232558,101235,84620,16615,2,207.11,164,33674,35810,2945
2025-08-31 00:00:00,Jammu & Kashmir,JK,North,4249182,109627,80990,28637,1.91,210.28,174.2,33100,37001,3382
2025-09-30 00:00:00,Jammu & Kashmir,JK,North,4259069,104239,77860,26379,1.83,211.98,175.9,45240,42934,3897
2025-10-31 00:00:00,Jammu & Kashmir,JK,North,4273914,100742,79215,21527,1.85,213.98,188.7,36081,47495,2873
2025-11-30 00:00:00,Jammu & Kashmir,JK,North,4298494,98250,81918,16332,1.91,215.49,166.1,39910,32671,2682
2025-12-31 00:00:00,Jammu & Kashmir,JK,North,4317096,96330,75265,21064,1.74,217.64,161.4,42640,51373,2667
2026-01-31 00:00:00,Jammu & Kashmir,JK,North,4339650,85343,78535,6807,1.81,219.26,173.4,46448,56162,4137
2026-02-28 00:00:00,Jammu & Kashmir,JK,North,4361616,107926,78062,29863,1.79,220.37,182.1,42720,33853,3601
2026-03-31 00:00:00,Jammu & Kashmir,JK,North,4377218,110993,86154,24839,1.97,222.14,177.8,45223,57922,2784
2026-04-30 00:00:00,Jammu & Kashmir,JK,North,4411838,118592,90459,28133,2.05,223.13,181.6,42860,52088,2886
2026-05-31 00:00:00,Jammu & Kashmir,JK,North,4431569,91603,76460,15142,1.73,224.3,187.5,39889,55835,2477
2026-06-30 00:00:00,Jammu & Kashmir,JK,North,4446127,99007,82558,16448,1.86,226.1,165.1,38999,53983,2758
2026-07-31 00:00:00,Jammu & Kashmir,JK,North,4449556,109729,79944,29785,1.8,226.56,191.8,34485,58454,2562
2026-08-31 00:00:00,Jammu & Kashmir,JK,North,4463723,114004,89106,24897,2,227.31,171.3,35683,49258,3401
