site_id,circle,circle_code,zone,pin_code,technology,subscribers_served,prb_utilisation_pct,avg_sinr_db,drop_call_rate_pct,avg_throughput_mbps,congestion_flag,backhaul
SITE0401409,Uttar Pradesh West,UPW,North,457093,5G NSA,29122,73.3,0.6,0.2,35.8,FALSE,Fibre
SITE0400146,Assam,AS,East,596822,5G SA,26821,34,5.5,1.51,52.6,FALSE,Microwave
SITE0400129,Bihar & Jharkhand,BH,East,157910,5G SA,40191,77.4,5.6,0.16,40.7,TRUE,Fibre
SITE0401472,Uttar Pradesh East,UPE,North,631178,5G SA,22544,43.2,9.2,1.16,65.8,FALSE,Fibre
SITE0401993,Karnataka,KA,South,398844,4G LTE,32268,61.1,6.7,0.85,66.4,FALSE,Microwave
SITE0400363,Madhya Pradesh & Chhattisgarh,MP,North,461497,4G LTE,9151,17,13,0.64,105.8,FALSE,Fibre
SITE0402822,Rajasthan,RJ,North,268092,5G NSA,17841,34.4,7,0.32,105.2,FALSE,Fibre
SITE0403622,Haryana,HR,North,539484,5G NSA,33301,38.5,9.2,0.89,82.3,FALSE,Fibre
SITE0403481,Maharashtra & Goa,MH,West,267788,4G LTE,36188,67.3,7,0.28,48.2,FALSE,Fibre
SITE0401936,Gujarat,GJ,West,685312,4G LTE,9793,31.1,2.7,0.18,55.6,FALSE,Microwave
SITE0403390,Madhya Pradesh & Chhattisgarh,MP,North,772777,5G SA,4515,22.6,9.1,0.59,54.8,FALSE,Fibre
SITE0402876,Punjab,PB,North,226217,5G NSA,9622,51.4,6.1,0.44,33.9,FALSE,Fibre
SITE0402489,North East,NE,East,409725,5G SA,3440,47.6,9.6,0.92,97.9,FALSE,Fibre
SITE0402856,Andhra Pradesh & Telangana,AP,South,773829,5G SA,11892,78.1,9.4,0.68,44.2,TRUE,Fibre
SITE0401565,Andhra Pradesh & Telangana,AP,South,569911,5G SA,7431,38.1,13.8,0.17,105.5,FALSE,Fibre
SITE0401285,Kerala,KL,South,623998,4G LTE,9569,24,7.9,0.54,101.1,FALSE,Fibre
SITE0403414,Delhi NCR,DL,North,416468,5G SA,7123,55.2,0.8,0.63,123.4,FALSE,Fibre
SITE0403557,Andhra Pradesh & Telangana,AP,South,489914,5G SA,40623,31.3,8.3,0.61,98.2,FALSE,Fibre
SITE0403476,Assam,AS,East,830900,5G SA,41549,26,16.2,0.37,10.3,FALSE,Fibre
SITE0402759,Delhi NCR,DL,North,746693,4G LTE,29957,37.4,12.5,0.38,73.3,FALSE,Microwave
SITE0401575,Himachal Pradesh,HP,North,200742,5G SA,31663,52.5,6.7,0.56,65.1,FALSE,Microwave
SITE0400782,Maharashtra & Goa,MH,West,149866,4G LTE,5453,33.9,8.5,0.86,180,FALSE,Fibre
SITE0400107,Bihar & Jharkhand,BH,East,388854,5G NSA,3510,58.1,6,0.15,67.8,FALSE,Microwave
SITE0401844,Andhra Pradesh & Telangana,AP,South,611404,5G SA,12362,59.2,10.3,0.44,59.9,FALSE,Fibre
SITE0403704,Gujarat,GJ,West,234792,5G NSA,17737,17.4,10.3,0.17,109.7,FALSE,Fibre
SITE0403227,Maharashtra & Goa,MH,West,227345,5G SA,4310,41.3,9.8,1.21,100.2,FALSE,Fibre
SITE0401650,Punjab,PB,North,617073,4G LTE,5458,38.8,6.1,0.22,63,FALSE,Fibre
SITE0400970,Andhra Pradesh & Telangana,AP,South,449068,4G LTE,26456,53,6,0.42,12.6,FALSE,Fibre
SITE0400930,Karnataka,KA,South,228560,4G LTE,12186,38.4,9.2,0.09,47,FALSE,Fibre
SITE0401224,Tamil Nadu,TN,South,301691,5G SA,9942,69.6,11.7,0.46,101.9,FALSE,Fibre
SITE0401349,West Bengal,WB,East,112005,4G LTE,8559,51.9,3.2,0.56,37.2,FALSE,Fibre
SITE0401091,Uttar Pradesh East,UPE,North,550391,4G LTE,21219,51.6,3.7,0.41,84.6,FALSE,Fibre
SITE0403642,Bihar & Jharkhand,BH,East,362600,5G NSA,28310,53.3,3.1,0.63,56.2,FALSE,Fibre
SITE0401354,Karnataka,KA,South,614548,4G LTE,14391,54.4,7.5,0.55,58.5,FALSE,Microwave
SITE0401571,Uttar Pradesh East,UPE,North,554233,4G LTE,40000,93,3.8,0.83,54.3,TRUE,Fibre
SITE0401344,Madhya Pradesh & Chhattisgarh,MP,North,696125,4G LTE,25531,8,12.3,0.02,93,FALSE,Fibre
SITE0401222,Uttar Pradesh East,UPE,North,417817,4G LTE,23033,47.9,18.2,0.02,71.8,FALSE,Microwave
SITE0400845,Bihar & Jharkhand,BH,East,852308,4G LTE,6369,66.7,7.3,0.6,107.2,FALSE,Fibre
SITE0400513,Karnataka,KA,South,499871,4G LTE,11831,27.1,14.7,0.6,75.7,FALSE,Fibre
SITE0400732,Madhya Pradesh & Chhattisgarh,MP,North,307932,5G SA,9142,99,1.4,3.38,55,TRUE,Fibre
SITE0400210,Andhra Pradesh & Telangana,AP,South,627989,5G NSA,14886,57.5,11.2,0.39,87.6,FALSE,Microwave
SITE0403273,Punjab,PB,North,111656,4G LTE,11989,51.7,11.4,1.05,120.3,FALSE,Fibre
SITE0403553,Assam,AS,East,458554,5G SA,13507,28.7,19.3,0.96,86.8,FALSE,Fibre
SITE0401424,Haryana,HR,North,651263,5G SA,21218,30.3,12.2,0.26,63.2,FALSE,Fibre
SITE0402221,Bihar & Jharkhand,BH,East,397484,4G LTE,20248,62.4,-1.2,0.5,71.1,FALSE,Fibre
SITE0403634,Tamil Nadu,TN,South,841775,4G LTE,27326,32.2,2.8,0.16,68.3,FALSE,Fibre
SITE0403442,West Bengal,WB,East,405093,5G SA,6909,42.2,14.1,1.11,68.9,FALSE,Fibre
SITE0400586,Madhya Pradesh & Chhattisgarh,MP,North,753900,4G LTE,3170,38.6,8.9,0.51,88.4,FALSE,Fibre
SITE0400685,Kerala,KL,South,205028,5G SA,10556,22.6,7.7,0.34,94.6,FALSE,Fibre
SITE0402455,Haryana,HR,North,850456,4G LTE,20107,54.7,0.8,0.67,111.2,FALSE,Fibre
SITE0402168,Uttar Pradesh East,UPE,North,322428,5G SA,29886,99,1.6,0.43,32.3,TRUE,Fibre
SITE0400735,Andhra Pradesh & Telangana,AP,South,463385,4G LTE,31354,36,15.9,0.28,107.8,FALSE,Microwave
SITE0401274,Delhi NCR,DL,North,757616,5G SA,39292,36.9,6,1.12,104.2,FALSE,Fibre
SITE0400985,Rajasthan,RJ,North,575727,5G NSA,40953,30.2,11.2,0.39,101.1,FALSE,Fibre
SITE0400084,Jammu & Kashmir,JK,North,345411,4G LTE,2079,35.2,9.7,0.82,126.5,FALSE,Microwave
SITE0402720,Bihar & Jharkhand,BH,East,730797,4G LTE,39871,45.2,14.3,1.06,88,FALSE,Fibre
SITE0400159,Rajasthan,RJ,North,197324,5G NSA,26296,10.3,14.5,0.94,143.1,FALSE,Microwave
SITE0400772,Odisha,OR,East,248846,5G SA,23208,34.1,8.1,0.46,63.6,FALSE,Fibre
SITE0401065,Uttar Pradesh East,UPE,North,653251,4G LTE,41901,99,8.8,0.11,61.7,TRUE,Fibre
SITE0402433,West Bengal,WB,East,686023,5G SA,37567,67.4,14.8,0.95,78.7,FALSE,Microwave
SITE0401868,Delhi NCR,DL,North,529525,5G SA,3592,19.9,1.7,0.97,109.6,FALSE,Fibre
SITE0400092,Bihar & Jharkhand,BH,East,379380,5G SA,22347,38.5,8.4,1.04,126.8,FALSE,Fibre
SITE0403070,Andhra Pradesh & Telangana,AP,South,396085,5G SA,8160,59.3,2.7,0.35,38.3,FALSE,Fibre
SITE0403008,Gujarat,GJ,West,717005,5G NSA,15072,36.5,14.7,0.06,61.1,FALSE,Fibre
SITE0403562,Maharashtra & Goa,MH,West,118989,5G NSA,7162,32.8,13.1,1.64,102.9,FALSE,Fibre
SITE0402045,Maharashtra & Goa,MH,West,740810,4G LTE,8036,10.6,11.5,1.12,51,FALSE,Fibre
SITE0400856,Uttar Pradesh West,UPW,North,669389,5G SA,25216,56.1,13.3,0.66,69,FALSE,Fibre
SITE0400446,Karnataka,KA,South,523939,4G LTE,18318,45.7,10,0.41,85.3,FALSE,Fibre
SITE0401693,Punjab,PB,North,626284,5G NSA,37710,43.7,7.1,0.64,79.6,FALSE,Fibre
SITE0402255,Uttar Pradesh East,UPE,North,402470,4G LTE,20725,37.3,4.6,0.26,115.2,FALSE,Fibre
SITE0402275,Tamil Nadu,TN,South,754044,4G LTE,5275,29,14.9,0.49,62.5,FALSE,Fibre
SITE0401515,Andhra Pradesh & Telangana,AP,South,452425,5G SA,41676,46.7,7.8,0.29,40.7,FALSE,Fibre
SITE0402298,Uttar Pradesh East,UPE,North,274748,5G SA,10670,12.3,15.4,0.57,13.8,FALSE,Fibre
SITE0402347,Bihar & Jharkhand,BH,East,404408,5G SA,13708,38.8,10.7,0.33,175.9,FALSE,Fibre
SITE0401015,Kerala,KL,South,141451,5G NSA,35871,48,7.2,0.07,68.6,FALSE,Fibre
SITE0400565,Bihar & Jharkhand,BH,East,117109,4G LTE,37314,38,13.7,0.55,128.6,FALSE,Fibre
SITE0401867,Odisha,OR,East,616546,5G SA,12210,51.6,11.2,0.57,66.4,FALSE,Fibre
SITE0401615,Uttar Pradesh East,UPE,North,426765,4G LTE,5233,46.8,10.8,0.86,77,FALSE,Fibre
SITE0402218,West Bengal,WB,East,414737,4G LTE,38860,44.4,8.3,0.21,63.3,FALSE,Fibre
SITE0403333,Madhya Pradesh & Chhattisgarh,MP,North,257844,5G SA,22258,13.4,19.8,0.17,100.9,FALSE,Fibre
SITE0401716,Uttar Pradesh East,UPE,North,369182,5G NSA,36471,61.5,10.8,0.79,78,FALSE,Fibre
SITE0401598,Karnataka,KA,South,402346,4G LTE,41578,33.2,16.4,0.27,31.6,FALSE,Fibre
SITE0403496,Odisha,OR,East,333013,5G SA,6073,30.9,12.4,0.3,64,FALSE,Microwave
SITE0401861,Uttar Pradesh East,UPE,North,792623,5G SA,26831,77.9,0.1,0.36,60.4,TRUE,Fibre
SITE0403161,Mumbai,MU,West,461642,4G LTE,37074,21.5,6.6,0.16,99.3,FALSE,Microwave
SITE0402565,Tamil Nadu,TN,South,773025,4G LTE,7812,27.9,3.5,0.21,139.9,FALSE,Fibre
SITE0403071,Uttar Pradesh East,UPE,North,138502,5G SA,28361,99,1.4,0.37,93.6,TRUE,Fibre
SITE0403423,West Bengal,WB,East,705000,4G LTE,12090,44.7,10.2,0.19,121.7,FALSE,Microwave
SITE0400034,Odisha,OR,East,513754,4G LTE,5163,60.1,7.7,0.4,104.8,FALSE,Fibre
SITE0400683,Maharashtra & Goa,MH,West,155670,4G LTE,4956,43.2,8.7,0.08,64.6,FALSE,Microwave
SITE0401812,Karnataka,KA,South,683072,5G SA,39898,22.6,6.5,1.3,1.5,FALSE,Microwave
SITE0401321,Rajasthan,RJ,North,346039,4G LTE,37444,24.1,13.5,0.66,96.5,FALSE,Fibre
SITE0402931,Punjab,PB,North,433764,5G NSA,38190,47.6,12.8,0.19,65.6,FALSE,Fibre
SITE0402867,Madhya Pradesh & Chhattisgarh,MP,North,566518,4G LTE,17419,41,9.2,0.44,105.3,FALSE,Microwave
SITE0402077,Gujarat,GJ,West,429811,5G NSA,31606,29.9,12.9,0.7,46.8,FALSE,Microwave
SITE0401952,Bihar & Jharkhand,BH,East,656825,4G LTE,34898,73.7,9.6,1.77,89.7,FALSE,Fibre
SITE0401423,Rajasthan,RJ,North,367715,5G SA,25938,25.5,10,0.49,61.3,FALSE,Fibre
SITE0400296,Odisha,OR,East,146491,5G NSA,4206,24.5,19.7,0.38,106.4,FALSE,Microwave
SITE0403585,Andhra Pradesh & Telangana,AP,South,413976,5G SA,6632,19.8,13.1,0.57,161.6,FALSE,Fibre
SITE0400760,Uttar Pradesh East,UPE,North,171581,5G SA,12649,37,15.5,0.55,79.9,FALSE,Fibre
SITE0402490,Uttar Pradesh West,UPW,North,348771,5G NSA,34142,19.1,6.9,2.45,101.9,FALSE,Fibre
SITE0402596,Bihar & Jharkhand,BH,East,392966,5G SA,21424,42.1,13.8,0.18,89.8,FALSE,Microwave
SITE0400449,Rajasthan,RJ,North,305796,4G LTE,25701,70,11.5,1.08,57,FALSE,Fibre
SITE0402202,Uttar Pradesh East,UPE,North,777017,4G LTE,33617,22.8,13.4,1.38,173,FALSE,Microwave
SITE0401712,Maharashtra & Goa,MH,West,255732,5G NSA,25523,25,7.2,0.63,122.8,FALSE,Fibre
SITE0402035,Madhya Pradesh & Chhattisgarh,MP,North,392759,5G NSA,29490,82.7,6.9,0.69,52.3,TRUE,Fibre
SITE0400317,Uttar Pradesh East,UPE,North,732949,4G LTE,27930,20.6,11.1,1.02,111,FALSE,Fibre
SITE0400822,Bihar & Jharkhand,BH,East,509767,5G SA,27929,38.9,12.2,0.31,30.1,FALSE,Microwave
SITE0400727,Andhra Pradesh & Telangana,AP,South,777821,4G LTE,26311,36.4,10.1,0.15,81.8,FALSE,Fibre
SITE0400341,Bihar & Jharkhand,BH,East,634608,4G LTE,21670,54.5,11.2,0.6,46.8,FALSE,Fibre
SITE0400512,Kerala,KL,South,283042,4G LTE,23041,48.7,11,0.38,73,FALSE,Fibre
SITE0403287,Uttar Pradesh East,UPE,North,475024,4G LTE,8977,29.6,7.2,0.61,115.2,FALSE,Fibre
SITE0402895,Karnataka,KA,South,504368,4G LTE,35722,19.6,13.5,0.04,110.1,FALSE,Fibre
SITE0402546,Uttar Pradesh West,UPW,North,234326,5G SA,19602,23.7,8.8,0.15,106.7,FALSE,Fibre
SITE0402712,Odisha,OR,East,346250,5G SA,6078,53.4,12.8,0.6,47.3,FALSE,Fibre
SITE0401118,Maharashtra & Goa,MH,West,826720,4G LTE,17453,30.9,7.7,0.69,3.3,FALSE,Fibre
SITE0401335,Rajasthan,RJ,North,495538,4G LTE,13417,56.7,17.7,0.3,43.9,FALSE,Fibre
SITE0401582,Assam,AS,East,537961,5G SA,25549,26.5,6.2,0.41,65.3,FALSE,Microwave
SITE0403033,Andhra Pradesh & Telangana,AP,South,361165,5G SA,41582,45,2.9,0.14,1.5,FALSE,Fibre
SITE0402925,Tamil Nadu,TN,South,299819,4G LTE,13270,7.8,22,0.41,37.6,FALSE,Fibre
SITE0400428,Maharashtra & Goa,MH,West,854245,4G LTE,8407,71.6,9.4,0.22,83.8,FALSE,Fibre
SITE0401869,Kolkata,KO,East,678240,5G SA,10844,22.9,16.7,0.45,99.9,FALSE,Fibre
SITE0400255,Uttar Pradesh East,UPE,North,239057,5G SA,24200,35.5,11.4,0.54,29.2,FALSE,Fibre
SITE0402812,Uttar Pradesh East,UPE,North,703540,5G NSA,26031,28.2,12.8,0.85,87.5,FALSE,Fibre
SITE0403181,Madhya Pradesh & Chhattisgarh,MP,North,757519,4G LTE,21478,48.7,6.3,0.53,36.7,FALSE,Fibre
SITE0401548,Madhya Pradesh & Chhattisgarh,MP,North,605008,4G LTE,3681,36.7,6.2,0.22,8.7,FALSE,Fibre
SITE0401191,Uttar Pradesh East,UPE,North,265717,5G SA,19227,63.5,4.7,0.8,132.2,FALSE,Fibre
SITE0401572,Uttar Pradesh East,UPE,North,607480,4G LTE,38559,92.6,12.5,0.33,19.1,TRUE,Fibre
SITE0402541,Uttar Pradesh East,UPE,North,275208,5G SA,31669,12.3,16.3,0.82,94.3,FALSE,Fibre
SITE0401873,Mumbai,MU,West,362700,4G LTE,40839,38.1,9.8,0.82,52.4,FALSE,Fibre
SITE0400538,Madhya Pradesh & Chhattisgarh,MP,North,732991,5G SA,3162,35.7,12.3,0.23,1.5,FALSE,Fibre
SITE0402750,Haryana,HR,North,365475,4G LTE,6821,46.8,11.6,0.1,130.6,FALSE,Fibre
SITE0403687,Andhra Pradesh & Telangana,AP,South,497292,4G LTE,23978,31.2,13,0.4,107.5,FALSE,Fibre
SITE0400706,Punjab,PB,North,799815,4G LTE,26513,61.3,7.6,0.85,6.4,FALSE,Microwave
SITE0402764,Delhi NCR,DL,North,549334,5G SA,38269,58,4.3,0.48,83.1,FALSE,Microwave
SITE0400593,Rajasthan,RJ,North,164780,5G SA,15109,34.5,6.2,1.56,72.1,FALSE,Fibre
SITE0401420,Gujarat,GJ,West,615962,4G LTE,11989,54.8,2.7,0.42,95.8,FALSE,Microwave
SITE0402669,Bihar & Jharkhand,BH,East,626638,4G LTE,12145,99,-3.9,0.95,91.5,TRUE,Fibre
SITE0401843,Odisha,OR,East,198066,4G LTE,10580,38.8,6.4,0.79,43.1,FALSE,Microwave
SITE0402210,Karnataka,KA,South,626480,5G SA,10453,28.4,10.1,0.67,46.3,FALSE,Microwave
SITE0403777,Bihar & Jharkhand,BH,East,502183,4G LTE,25194,45.5,10.4,0.08,84.4,FALSE,Fibre
SITE0400423,Haryana,HR,North,213312,5G SA,17760,50.2,5.8,0.63,52.6,FALSE,Fibre
SITE0402538,Uttar Pradesh East,UPE,North,337981,4G LTE,15565,68.9,13.6,0.74,48.8,FALSE,Fibre
SITE0401146,Maharashtra & Goa,MH,West,846823,5G SA,4020,38.7,11.8,0.24,82.3,FALSE,Fibre
SITE0402539,Uttar Pradesh West,UPW,North,380315,4G LTE,15860,48.1,12.4,0.39,109.9,FALSE,Fibre
SITE0400895,Karnataka,KA,South,488421,5G SA,31853,27.2,11.4,0.32,120.7,FALSE,Fibre
SITE0403611,Madhya Pradesh & Chhattisgarh,MP,North,135294,4G LTE,32305,74.1,3.7,0.49,53.5,TRUE,Fibre
SITE0400984,Andhra Pradesh & Telangana,AP,South,698165,5G SA,26691,26.4,6.6,1.27,21.3,FALSE,Fibre
SITE0401352,Assam,AS,East,643253,5G SA,9290,19.3,8.5,0.48,92.2,FALSE,Microwave
SITE0401329,Rajasthan,RJ,North,562577,4G LTE,29151,70.4,9.8,0.17,72.3,FALSE,Fibre
SITE0401830,North East,NE,East,325966,5G SA,31575,51.7,10.6,1.03,98.2,FALSE,Fibre
SITE0403289,Delhi NCR,DL,North,362340,5G NSA,42053,46.4,14.1,0.51,50.3,FALSE,Microwave
SITE0402140,Tamil Nadu,TN,South,608269,5G NSA,37617,38.4,8.5,0.31,61.2,FALSE,Fibre
SITE0402297,Rajasthan,RJ,North,230211,5G SA,5170,63.2,4.9,0.42,122.8,FALSE,Fibre
SITE0400695,Maharashtra & Goa,MH,West,580501,4G LTE,34741,24,9.9,0.16,67.8,FALSE,Microwave
SITE0402522,Odisha,OR,East,245504,4G LTE,3954,40.4,7.9,0.96,74.7,FALSE,Microwave
SITE0400013,Himachal Pradesh,HP,North,124071,4G LTE,29261,48,3.8,0.98,53.8,FALSE,Fibre
SITE0401768,Madhya Pradesh & Chhattisgarh,MP,North,749040,5G SA,36177,9.8,6.9,0.71,128.7,FALSE,Microwave
SITE0401822,Bihar & Jharkhand,BH,East,831034,5G SA,39483,27.6,10,0.3,88.9,FALSE,Fibre
SITE0400004,Bihar & Jharkhand,BH,East,607980,5G SA,6053,28.9,2.2,0.25,77.9,FALSE,Fibre
SITE0401832,Uttar Pradesh East,UPE,North,393508,4G LTE,22258,76.1,10.4,0.45,91.4,TRUE,Fibre
SITE0400621,Uttar Pradesh West,UPW,North,123763,4G LTE,5078,31.7,13.7,0.82,87.9,FALSE,Fibre
SITE0402397,Delhi NCR,DL,North,342808,5G NSA,42173,41.3,11.5,0.46,122.4,FALSE,Fibre
SITE0403241,Madhya Pradesh & Chhattisgarh,MP,North,318501,4G LTE,31771,14.4,9.7,1.02,146.5,FALSE,Fibre
SITE0401818,Andhra Pradesh & Telangana,AP,South,278763,4G LTE,4345,51.6,4.5,0.05,87.3,FALSE,Fibre
SITE0403386,Madhya Pradesh & Chhattisgarh,MP,North,648199,4G LTE,1946,65.4,14.5,1.6,14.4,FALSE,Microwave
SITE0403399,Delhi NCR,DL,North,684149,5G SA,7645,24.9,13.3,0.18,57.2,FALSE,Fibre
SITE0402592,Uttar Pradesh East,UPE,North,785573,5G NSA,22732,38.8,2.9,0.64,132.8,FALSE,Fibre
SITE0403001,Uttar Pradesh East,UPE,North,468687,5G SA,3501,84.5,3.6,2.13,61.5,TRUE,Fibre
SITE0401608,Kerala,KL,South,809729,4G LTE,32386,35.8,9.4,0.3,105.1,FALSE,Microwave
SITE0400495,Uttar Pradesh East,UPE,North,379743,4G LTE,17456,99,1.9,1.94,86.1,TRUE,Fibre
SITE0400786,Gujarat,GJ,West,240960,4G LTE,38609,34.6,14.6,0.53,140.6,FALSE,Fibre
SITE0402654,Assam,AS,East,788808,5G SA,36185,58.9,9.8,0.47,78.8,FALSE,Fibre
SITE0401175,Uttar Pradesh West,UPW,North,531220,5G SA,37807,99,7.7,1.02,45.8,TRUE,Fibre
SITE0400906,Bihar & Jharkhand,BH,East,363591,4G LTE,3405,21,5.5,2.04,97.2,FALSE,Fibre
SITE0400770,Uttar Pradesh East,UPE,North,377010,5G NSA,39829,64,7.4,0.51,44.9,FALSE,Fibre
SITE0400051,Gujarat,GJ,West,509509,4G LTE,9174,52.2,14.5,0.21,61.8,FALSE,Fibre
SITE0401143,Rajasthan,RJ,North,399432,5G SA,37142,46.3,1.7,0.56,84.3,FALSE,Fibre
SITE0400306,Madhya Pradesh & Chhattisgarh,MP,North,670316,4G LTE,39355,54.6,5.8,0.54,63.9,FALSE,Microwave
SITE0400897,Andhra Pradesh & Telangana,AP,South,704681,5G SA,32704,21.3,11.4,0.65,71.7,FALSE,Fibre
SITE0401953,Andhra Pradesh & Telangana,AP,South,671112,5G SA,26245,6.6,6.3,0.27,105.9,FALSE,Fibre
SITE0400342,Maharashtra & Goa,MH,West,613009,5G NSA,3881,33.6,11.8,0.13,101.2,FALSE,Fibre
SITE0403152,Rajasthan,RJ,North,216121,5G NSA,19221,77.6,4.5,0.86,77.2,TRUE,Microwave
SITE0400843,Andhra Pradesh & Telangana,AP,South,699118,5G NSA,5095,35.4,8.6,0.32,133.2,FALSE,Fibre
SITE0400095,Gujarat,GJ,West,827491,5G NSA,37491,18.6,7.2,0.65,45,FALSE,Microwave
SITE0402165,Haryana,HR,North,163105,5G SA,28270,7.9,13.3,1.5,130.9,FALSE,Microwave
SITE0402010,Uttar Pradesh East,UPE,North,425765,5G SA,7490,15.7,7.9,0.45,162.5,FALSE,Microwave
SITE0401717,West Bengal,WB,East,673953,4G LTE,37392,79.9,2.1,0.28,41.6,TRUE,Fibre
SITE0402969,Uttar Pradesh East,UPE,North,148839,5G SA,41376,52,9.2,0.23,56.3,FALSE,Fibre
SITE0402880,West Bengal,WB,East,737508,5G SA,28938,6.8,6.7,0.52,84.6,FALSE,Fibre
SITE0400185,Kerala,KL,South,208934,5G SA,15827,10.2,8,0.36,43,FALSE,Fibre
SITE0402223,Tamil Nadu,TN,South,832824,4G LTE,39188,20.1,8.5,0.6,80.3,FALSE,Fibre
SITE0402067,Uttar Pradesh West,UPW,North,558170,5G SA,40880,70.5,8.1,0.86,64.5,FALSE,Fibre
SITE0403141,Himachal Pradesh,HP,North,238132,4G LTE,18418,25.4,6.2,1.5,106.4,FALSE,Fibre
SITE0402204,Gujarat,GJ,West,723312,5G NSA,2832,47.2,13.2,0.63,110.1,FALSE,Fibre
SITE0403699,Madhya Pradesh & Chhattisgarh,MP,North,671472,5G NSA,31373,39.7,4.9,0.89,115.8,FALSE,Microwave
SITE0403588,Uttar Pradesh West,UPW,North,634497,5G NSA,30952,87.8,5.6,1.08,55.4,TRUE,Microwave
SITE0401644,Karnataka,KA,South,811935,5G SA,37937,38.7,3.9,0.23,97.4,FALSE,Microwave
SITE0401505,Jammu & Kashmir,JK,North,282686,4G LTE,22336,86.4,6.1,0.37,63.3,TRUE,Fibre
SITE0400430,Andhra Pradesh & Telangana,AP,South,297725,5G SA,40102,30.7,12.3,0.96,95.5,FALSE,Fibre
SITE0400006,Uttar Pradesh East,UPE,North,367132,4G LTE,5807,99,8.1,0.62,37.1,TRUE,Fibre
SITE0403770,Uttar Pradesh East,UPE,North,216770,5G SA,14963,65.6,10.4,0.35,66,FALSE,Fibre
SITE0401431,Odisha,OR,East,362322,5G NSA,18531,71.6,8.4,0.85,61.8,FALSE,Fibre
SITE0402249,Jammu & Kashmir,JK,North,620061,5G NSA,3978,64.4,10.4,0.1,69.2,FALSE,Fibre
SITE0402646,Punjab,PB,North,601026,4G LTE,14991,43,6,0.31,64.2,FALSE,Fibre
SITE0400560,Rajasthan,RJ,North,525465,5G SA,4571,14.2,18.2,0.54,50.6,FALSE,Microwave
SITE0403420,Uttar Pradesh East,UPE,North,439696,5G NSA,3207,36.9,9.5,1.56,128.9,FALSE,Fibre
SITE0400780,Uttar Pradesh East,UPE,North,262104,5G SA,39151,28.7,12.9,0.53,72.9,FALSE,Fibre
SITE0400248,Andhra Pradesh & Telangana,AP,South,574642,5G SA,15501,43,6.7,0.09,40.6,FALSE,Fibre
SITE0403122,Uttar Pradesh East,UPE,North,753094,5G SA,40375,51.1,2.9,0.53,71.3,FALSE,Fibre
SITE0401467,Rajasthan,RJ,North,115781,5G NSA,35603,71.2,5.9,1.21,110.4,FALSE,Microwave
SITE0400019,Kerala,KL,South,780196,5G SA,10174,61.1,8.1,0.44,60.1,FALSE,Fibre
SITE0401798,Karnataka,KA,South,635569,4G LTE,29473,21.7,14.8,0.57,100.4,FALSE,Microwave
SITE0402369,Haryana,HR,North,583250,4G LTE,4936,56,2.7,0.76,52,FALSE,Fibre
SITE0400320,West Bengal,WB,East,320850,4G LTE,41878,55.9,13.7,0.12,152.9,FALSE,Fibre
SITE0400762,Punjab,PB,North,355033,5G NSA,20256,82.5,10.9,0.5,56.6,TRUE,Fibre
SITE0402026,Bihar & Jharkhand,BH,East,115843,5G SA,17717,33.9,9.4,1.38,70,FALSE,Fibre
SITE0400667,Maharashtra & Goa,MH,West,754739,5G SA,28988,53.7,8.8,0.37,96.2,FALSE,Fibre
SITE0400968,Kerala,KL,South,389455,5G NSA,32130,50,7.6,0.07,66.8,FALSE,Fibre
SITE0402547,Andhra Pradesh & Telangana,AP,South,317717,4G LTE,29416,32.5,7.1,0.07,22.2,FALSE,Fibre
SITE0400254,Delhi NCR,DL,North,784299,5G NSA,25170,28.2,10.1,0.92,63,FALSE,Fibre
SITE0401741,Bihar & Jharkhand,BH,East,254199,4G LTE,22176,66.4,5,0.3,46.3,FALSE,Fibre
SITE0402025,Rajasthan,RJ,North,468065,4G LTE,17053,49.1,12.2,1.01,87.9,FALSE,Fibre
SITE0402097,Uttar Pradesh East,UPE,North,365186,5G NSA,4852,99,13,1.01,73.1,TRUE,Fibre
SITE0401242,Kolkata,KO,East,521068,4G LTE,15680,41.9,13.1,0.31,78.2,FALSE,Fibre
SITE0402002,Tamil Nadu,TN,South,477217,5G SA,38553,25,4.6,0.34,89.7,FALSE,Fibre
SITE0401280,Maharashtra & Goa,MH,West,748263,4G LTE,35683,29.6,17.6,0.99,139.5,FALSE,Microwave
SITE0401181,Bihar & Jharkhand,BH,East,381066,5G SA,35780,68.3,14.3,0.97,87.2,FALSE,Microwave
SITE0400623,Bihar & Jharkhand,BH,East,698309,5G SA,40075,43.3,8.6,0.29,56.7,FALSE,Fibre
SITE0403799,Maharashtra & Goa,MH,West,427616,4G LTE,5093,48.2,20.8,0.82,97.8,FALSE,Microwave
SITE0402884,Rajasthan,RJ,North,833608,4G LTE,26108,59.3,10.8,0.81,56,FALSE,Fibre
SITE0400791,Tamil Nadu,TN,South,620284,5G NSA,14781,22.1,12.3,0.19,109.8,FALSE,Fibre
SITE0401649,Delhi NCR,DL,North,370139,5G SA,9586,39.6,11.7,0.21,61.1,FALSE,Fibre
SITE0403727,Gujarat,GJ,West,271157,4G LTE,23184,36.5,9.4,0.44,107.3,FALSE,Fibre
SITE0401634,Uttar Pradesh East,UPE,North,172403,5G NSA,17193,72.5,0.6,2.34,67.4,FALSE,Fibre
